wlbWellboreName,wlbDrillingOperator,wlbProductionLicence,wlbWellType,wlbPurposePlanned,wlbContent,wlbEntryDate,wlbCompletionDate,wlbField,wlbMainArea,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNpdidWellbore,dateSyncNPD
25/11-C-3 CH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2000-12-20,2001-01-08,BALDER,NORTH SEA,ED50,59,11,0.62,N,2,24,32.53,E,59.183506,2.409036,6560786.98,466227.19,31,4200,2013-05-08
25/11-C-3 DH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2001-01-08,2001-01-21,BALDER,NORTH SEA,ED50,59,11,0.62,N,2,24,32.53,E,59.183506,2.409036,6560786.98,466227.19,31,4201,2013-05-08
25/11-C-3 EH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2001-10-14,2001-10-27,BALDER,NORTH SEA,ED50,59,11,0.62,N,2,24,32.53,E,59.183506,2.409036,6560786.98,466227.19,31,4404,2013-05-08
25/11-C-3 FH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,PRODUCTION,OIL,2001-10-27,2001-11-14,BALDER,NORTH SEA,ED50,59,11,0.62,N,2,24,32.53,E,59.183506,2.409036,6560786.98,466227.19,31,4405,2013-05-08
25/11-C-12 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,INJECTION,WATER,1998-04-28,1998-05-27,BALDER,NORTH SEA,ED50,59,10,59.93,N,2,24,36.26,E,59.183314,2.410072,6560765.11,466286.21,31,3381,2013-05-08
25/11-C-13 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,PRODUCTION,OIL,1997-05-07,1998-06-10,BALDER,NORTH SEA,ED50,59,10,59.87,N,2,24,34.62,E,59.183297,2.409617,6560763.49,466260.16,31,3102,2013-05-08
25/11-C-17 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1998-10-14,1998-11-06,BALDER,NORTH SEA,ED50,59,10,59.03,N,2,24,36.87,E,59.183064,2.410242,6560737.19,466295.65,31,3563,2013-05-08
25/11-C-17 AH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,PRODUCTION,OIL,1998-11-06,1998-12-10,BALDER,NORTH SEA,ED50,59,10,59.03,N,2,24,36.87,E,59.183064,2.410242,6560737.19,466295.65,31,3564,2013-05-08
25/11-D-1 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,INJECTION,GAS,1996-05-25,1997-04-30,BALDER,NORTH SEA,ED50,59,12,1.03,N,2,24,37.02,E,59.200286,2.410283,6562654.96,466314.99,31,2821,2013-05-08
25/11-D-2 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1996-08-02,1996-08-12,BALDER,NORTH SEA,ED50,59,11,59.6,N,2,24,33.19,E,59.199889,2.409219,6562611.27,466253.82,31,2876,2013-05-08
25/11-D-2 AH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,PRODUCTION,OIL,1996-08-13,1997-04-06,BALDER,NORTH SEA,ED50,59,11,59.6,N,2,24,33.19,E,59.199889,2.409219,6562611.27,466253.82,31,2882,2013-05-08
25/11-D-10 H,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1998-06-12,1998-07-15,BALDER,NORTH SEA,ED50,59,12,0.37,N,2,24,35.21,E,59.200103,2.409781,6562634.80,466286.09,31,2985,2013-05-08
25/11-D-10 AH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1998-07-18,1998-07-23,BALDER,NORTH SEA,ED50,59,12,0.37,N,2,24,35.21,E,59.200103,2.409781,6562634.80,466286.09,31,3551,2013-05-08
25/11-D-10 BH,Esso Exploration and Production Norway A/S,001,DEVELOPMENT,PRODUCTION,OIL,1998-07-23,1998-09-19,BALDER,NORTH SEA,ED50,59,12,0.37,N,2,24,35.21,E,59.200103,2.409781,6562634.80,466286.09,31,3119,2013-05-08
25/11-G-1 Y1,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2007-12-17,2008-02-10,GRANE,NORTH SEA,ED50,59,9,55.05,N,2,29,13.86,E,59.165292,2.487183,6558721.81,470677.55,31,5744,2013-05-08
25/11-G-1 Y2,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-02-11,2008-03-04,GRANE,NORTH SEA,ED50,59,9,55.05,N,2,29,13.86,E,59.165292,2.487183,6558721.81,470677.55,31,5745,2013-05-08
25/11-G-1 Y3,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-03-05,2008-03-29,GRANE,NORTH SEA,ED50,59,9,55.05,N,2,29,13.86,E,59.165292,2.487183,6558721.81,470677.55,31,5746,2013-05-08
25/11-G-1 Y4,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-03-30,2008-04-22,GRANE,NORTH SEA,ED50,59,9,55.05,N,2,29,13.86,E,59.165292,2.487183,6558721.81,470677.55,31,5747,2013-05-08
25/11-G-2 Y1,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2007-02-10,2007-04-10,GRANE,NORTH SEA,ED50,59,9,55.11,N,2,29,13.99,E,59.165308,2.487219,6558723.65,470679.63,31,5496,2013-05-08
25/11-G-2 Y2,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2007-04-13,2007-05-06,GRANE,NORTH SEA,ED50,59,9,55.11,N,2,29,13.99,E,59.165308,2.487219,6558723.65,470679.63,31,5497,2013-05-08
25/11-G-2 Y3,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2007-05-07,2007-07-25,GRANE,NORTH SEA,ED50,59,9,55.11,N,2,29,13.99,E,59.165308,2.487219,6558723.65,470679.63,31,5498,2013-05-08
25/11-G-3,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2009-10-09,2010-01-25,GRANE,NORTH SEA,ED50,59,9,55.17,N,2,29,14.11,E,59.165325,2.487253,6558725.49,470681.55,31,5829,2013-05-08
25/11-G-3 AY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-01-26,2010-02-11,GRANE,NORTH SEA,ED50,59,9,55.17,N,2,29,14.11,E,59.165325,2.487253,6558725.49,470681.55,31,6193,2013-05-08
25/11-G-3 AY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-02-13,2010-02-24,GRANE,NORTH SEA,ED50,59,9,55.17,N,2,29,14.11,E,59.165325,2.487253,6558725.49,470681.55,31,6194,2013-05-08
25/11-G-3 AY3,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-03-05,2010-03-16,GRANE,NORTH SEA,ED50,59,9,55.17,N,2,29,14.11,E,59.165325,2.487253,6558725.49,470681.55,31,6195,2013-05-08
25/11-G-4,Statoil Petroleum AS,169 B1,DEVELOPMENT,NULL,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.24,N,2,29,14.24,E,59.165344,2.487289,6558727.64,470683.63,31,6333,2013-05-08
25/11-G-5,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2004-11-07,2005-03-18,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,5004,2013-05-08
25/11-G-5 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2011-08-03,2011-08-09,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,6656,2013-05-08
25/11-G-5 BY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2011-10-20,2011-11-09,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,6721,2013-05-08
25/11-G-5 BY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2011-11-10,2011-11-28,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,6722,2013-05-08
25/11-G-5 BY3,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2011-11-29,2011-12-08,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,6723,2013-05-08
25/11-G-5 BY4,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2011-12-11,2011-12-29,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,13.98,E,59.165275,2.487217,6558719.94,470679.44,31,6724,2013-05-08
25/11-G-6,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2004-07-30,2004-08-18,GRANE,NORTH SEA,ED50,59,9,55.05,N,2,29,14.1,E,59.165292,2.487250,6558721.78,470681.36,31,4954,2013-05-08
25/11-G-7,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2010-05-13,2010-07-19,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.22,E,59.165311,2.487283,6558723.93,470683.29,31,6126,2013-05-08
25/11-G-7 AY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-08-21,2010-09-13,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.22,E,59.165311,2.487283,6558723.93,470683.29,31,6416,2013-05-08
25/11-G-7 AY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-09-14,2010-10-27,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.22,E,59.165311,2.487283,6558723.93,470683.29,31,6417,2013-05-08
25/11-G-7 AY3,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2010-10-28,2010-11-13,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.22,E,59.165311,2.487283,6558723.93,470683.29,31,6418,2013-05-08
25/11-G-8,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2005-09-10,2005-11-27,GRANE,NORTH SEA,ED50,59,9,55.18,N,2,29,14.35,E,59.165328,2.487319,6558725.77,470685.36,31,5185,2013-05-08
25/11-G-9,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2004-05-03,2004-05-24,GRANE,NORTH SEA,ED50,59,9,54.94,N,2,29,14.09,E,59.165261,2.487247,6558718.38,470681.18,31,4912,2013-05-08
25/11-G-10 Y1,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2005-11-29,2006-01-11,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,14.21,E,59.165275,2.487281,6558719.91,470683.10,31,5240,2013-05-08
25/11-G-10 Y2,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2006-01-12,2006-02-20,GRANE,NORTH SEA,ED50,59,9,54.99,N,2,29,14.21,E,59.165275,2.487281,6558719.91,470683.10,31,5241,2013-05-08
25/11-G-11,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2004-09-14,2004-10-20,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,4991,2013-05-08
25/11-G-11 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2012-12-31,2013-04-04,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,7041,2013-05-08
25/11-G-11 BY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,2013-04-05,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,7042,2013-05-08
25/11-G-11 BY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,7043,2013-05-08
25/11-G-11 BY3,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,7044,2013-05-08
25/11-G-11 BY4,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.06,N,2,29,14.34,E,59.165294,2.487317,6558722.06,470685.18,31,7045,2013-05-08
25/11-G-12 Y1,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2006-08-11,2006-10-21,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.45,E,59.165311,2.487347,6558723.90,470686.94,31,5379,2013-05-08
25/11-G-12 Y2,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2006-10-23,2006-12-09,GRANE,NORTH SEA,ED50,59,9,55.12,N,2,29,14.45,E,59.165311,2.487347,6558723.90,470686.94,31,5380,2013-05-08
25/11-G-13 A,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,NULL,2009-08-31,2009-09-04,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,6173,2013-05-08
25/11-G-13 B,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2009-08-28,2009-08-30,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,6174,2013-05-08
25/11-G-13 Y2,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2009-07-24,2009-08-17,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,6057,2013-05-08
25/11-G-13 Y3,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2009-08-17,2009-09-19,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,6058,2013-05-08
25/11-G-13 Y4,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,6059,2013-05-08
25/11-G-13 Y1,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2009-03-09,2009-07-23,GRANE,NORTH SEA,ED50,59,9,54.88,N,2,29,14.2,E,59.165244,2.487278,6558716.51,470682.91,31,5851,2013-05-08
25/11-G-14,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,INJECTION,WATER,2004-03-02,2004-04-03,GRANE,NORTH SEA,ED50,59,9,54.94,N,2,29,14.32,E,59.165261,2.487311,6558718.35,470684.83,31,4896,2013-05-08
25/11-G-15,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2008-11-10,2008-12-19,GRANE,NORTH SEA,ED50,59,9,55,N,2,29,14.44,E,59.165278,2.487344,6558720.19,470686.75,31,5830,2013-05-08
25/11-G-15 AY3,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2009-02-01,2009-02-24,GRANE,NORTH SEA,ED50,59,9,55,N,2,29,14.44,E,59.165278,2.487344,6558720.19,470686.75,31,6052,2013-05-08
25/11-G-15 AY1,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-12-20,2009-01-03,GRANE,NORTH SEA,ED50,59,9,55,N,2,29,14.44,E,59.165278,2.487344,6558720.19,470686.75,31,5981,2013-05-08
25/11-G-15 AY2,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2009-01-04,2009-01-31,GRANE,NORTH SEA,ED50,59,9,55,N,2,29,14.44,E,59.165278,2.487344,6558720.19,470686.75,31,5982,2013-05-08
25/11-G-16 Y1,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-07-19,2008-09-09,GRANE,NORTH SEA,ED50,59,9,55.07,N,2,29,14.59,E,59.165297,2.487386,6558722.34,470689.15,31,5831,2013-05-08
25/11-G-16 Y2,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-09-10,2008-10-03,GRANE,NORTH SEA,ED50,59,9,55.07,N,2,29,14.59,E,59.165297,2.487386,6558722.34,470689.15,31,5860,2013-05-08
25/11-G-16 Y3,StatoilHydro Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2008-10-04,2008-10-24,GRANE,NORTH SEA,ED50,59,9,55.07,N,2,29,14.59,E,59.165297,2.487386,6558722.34,470689.15,31,5861,2013-05-08
25/11-G-17,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2001-12-15,2002-02-27,GRANE,NORTH SEA,ED50,59,9,54.82,N,2,29,14.31,E,59.165228,2.487308,6558714.64,470684.64,31,4488,2013-05-08
25/11-G-17 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2012-07-24,2012-08-31,GRANE,NORTH SEA,ED50,59,9,54.82,N,2,29,14.31,E,59.165228,2.487308,6558714.64,470684.64,31,6983,2013-05-08
25/11-G-17 B,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2012-09-01,2012-09-02,GRANE,NORTH SEA,ED50,59,9,54.82,N,2,29,14.31,E,59.165228,2.487308,6558714.64,470684.64,31,6984,2013-05-08
25/11-G-17 CY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2012-09-03,2012-09-27,GRANE,NORTH SEA,ED50,59,9,54.82,N,2,29,14.31,E,59.165228,2.487308,6558714.64,470684.64,31,7029,2013-05-08
25/11-G-17 CY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2012-10-02,2012-11-27,GRANE,NORTH SEA,ED50,59,9,54.82,N,2,29,14.31,E,59.165228,2.487308,6558714.64,470684.64,31,7030,2013-05-08
25/11-G-18,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-10-28,2002-11-20,GRANE,NORTH SEA,ED50,59,9,54.89,N,2,29,14.43,E,59.165247,2.487342,6558716.79,470686.57,31,4628,2013-05-08
25/11-G-19,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-06-01,2002-06-28,GRANE,NORTH SEA,ED50,59,9,54.95,N,2,29,14.55,E,59.165264,2.487375,6558718.63,470688.49,31,4540,2013-05-08
25/11-G-20,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2002-04-11,2002-04-22,GRANE,NORTH SEA,ED50,59,9,55.01,N,2,29,14.68,E,59.165281,2.487411,6558720.47,470690.57,31,4517,2013-05-08
25/11-G-20 A,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,GAS,2002-04-22,2002-05-28,GRANE,NORTH SEA,ED50,59,9,55.01,N,2,29,14.68,E,59.165281,2.487411,6558720.47,470690.57,31,4518,2013-05-08
25/11-G-20 B,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,INJECTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,55.01,N,2,29,14.68,E,59.165281,2.487411,6558720.47,470690.57,31,4519,2013-05-08
25/11-G-21,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2001-09-06,2001-12-14,GRANE,NORTH SEA,ED50,59,9,54.76,N,2,29,14.42,E,59.165211,2.487339,6558712.77,470686.38,31,4392,2013-05-08
25/11-G-21 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,OIL,2012-02-13,2012-03-27,GRANE,NORTH SEA,ED50,59,9,54.76,N,2,29,14.42,E,59.165211,2.487339,6558712.77,470686.38,31,6803,2013-05-08
25/11-G-21 BY1,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2012-03-28,2012-05-16,GRANE,NORTH SEA,ED50,59,9,54.76,N,2,29,14.42,E,59.165211,2.487339,6558712.77,470686.38,31,6804,2013-05-08
25/11-G-21 BY2,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2012-05-21,2012-06-05,GRANE,NORTH SEA,ED50,59,9,54.76,N,2,29,14.42,E,59.165211,2.487339,6558712.77,470686.38,31,6805,2013-05-08
25/11-G-21 BY3,Statoil Petroleum AS,169 B1,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.76,N,2,29,14.42,E,59.165211,2.487339,6558712.77,470686.38,31,6806,2013-05-08
25/11-G-22,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-08-24,2002-09-18,GRANE,NORTH SEA,ED50,59,9,54.83,N,2,29,14.54,E,59.165231,2.487372,6558714.92,470688.30,31,4577,2013-05-08
25/11-G-23,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,INJECTION,WATER,2002-12-17,2003-10-02,GRANE,NORTH SEA,ED50,59,9,54.89,N,2,29,14.66,E,59.165247,2.487406,6558716.76,470690.22,31,4660,2013-05-08
25/11-G-23 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,INJECTION,WATER,2011-06-23,2011-07-23,GRANE,NORTH SEA,ED50,59,9,54.89,N,2,29,14.66,E,59.165247,2.487406,6558716.76,470690.22,31,6606,2013-05-08
25/11-G-24,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2001-09-13,2001-10-16,GRANE,NORTH SEA,ED50,59,9,54.95,N,2,29,14.79,E,59.165264,2.487442,6558718.60,470692.30,31,4338,2013-05-08
25/11-G-24 A,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,INJECTION,GAS,2001-10-17,2001-11-14,GRANE,NORTH SEA,ED50,59,9,54.95,N,2,29,14.79,E,59.165264,2.487442,6558718.60,470692.30,31,4339,2013-05-08
25/11-G-25,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-06-28,2002-08-06,GRANE,NORTH SEA,ED50,59,9,54.71,N,2,29,14.53,E,59.165197,2.487369,6558711.21,470688.11,31,4567,2013-05-08
25/11-G-26,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-03-01,2002-04-10,GRANE,NORTH SEA,ED50,59,9,54.77,N,2,29,14.65,E,59.165214,2.487403,6558713.05,470690.03,31,4498,2013-05-08
25/11-G-27,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2001-12-17,2002-01-23,GRANE,NORTH SEA,ED50,59,9,54.83,N,2,29,14.77,E,59.165231,2.487436,6558714.89,470691.95,31,4455,2013-05-08
25/11-G-27 A,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-11-20,2002-12-17,GRANE,NORTH SEA,ED50,59,9,54.83,N,2,29,14.77,E,59.165231,2.487436,6558714.89,470691.95,31,4456,2013-05-08
25/11-G-28,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2002-09-20,2002-10-25,GRANE,NORTH SEA,ED50,59,9,54.89,N,2,29,14.9,E,59.165247,2.487472,6558716.73,470694.03,31,4610,2013-05-08
25/11-G-29,Statoil Petroleum AS,169 B1,DEVELOPMENT,NULL,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.65,N,2,29,14.64,E,59.165181,2.487400,6558709.34,470689.84,31,6334,2013-05-08
25/11-G-30 Y1,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2006-12-08,2007-01-17,GRANE,NORTH SEA,ED50,59,9,54.71,N,2,29,14.76,E,59.165197,2.487433,6558711.18,470691.76,31,5452,2013-05-08
25/11-G-30 Y2,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2007-01-18,2007-02-09,GRANE,NORTH SEA,ED50,59,9,54.71,N,2,29,14.76,E,59.165197,2.487433,6558711.18,470691.76,31,5453,2013-05-08
25/11-G-31,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,INJECTION,NULL,2007-11-30,2007-12-17,GRANE,NORTH SEA,ED50,59,9,54.77,N,2,29,14.88,E,59.165214,2.487467,6558713.02,470693.69,31,5640,2013-05-08
25/11-G-32,Statoil Petroleum AS,169 B1,DEVELOPMENT,INJECTION,WATER,2010-03-29,2010-12-12,GRANE,NORTH SEA,ED50,59,9,54.84,N,2,29,15.01,E,59.165233,2.487503,6558715.17,470695.77,31,6127,2013-05-08
25/11-G-33,Statoil Petroleum AS,169 B1,DEVELOPMENT,NULL,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.59,N,2,29,14.75,E,59.165164,2.487431,6558707.47,470691.58,31,6335,2013-05-08
25/11-G-34,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2004-08-19,2005-07-20,GRANE,NORTH SEA,ED50,59,9,54.65,N,2,29,14.87,E,59.165181,2.487464,6558709.31,470693.50,31,5090,2013-05-08
25/11-G-35,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2006-02-21,2006-03-15,GRANE,NORTH SEA,ED50,59,9,54.72,N,2,29,14.99,E,59.165200,2.487497,6558711.46,470695.42,31,5277,2013-05-08
25/11-G-35 A,Norsk Hydro Produksjon AS,169 B1,DEVELOPMENT,PRODUCTION,OIL,2006-03-16,2006-04-13,GRANE,NORTH SEA,ED50,59,9,54.72,N,2,29,14.99,E,59.165200,2.487497,6558711.46,470695.42,31,5278,2013-05-08
25/11-G-36,Statoil Petroleum AS,169 B1,DEVELOPMENT,INJECTION,WATER,2012-07-06,2012-07-21,GRANE,NORTH SEA,ED50,59,9,54.78,N,2,29,15.12,E,59.165217,2.487533,6558713.30,470697.50,31,6336,2013-05-08
25/11-G-37,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.53,N,2,29,14.86,E,59.165147,2.487461,6558705.60,470693.31,31,6145,2013-05-08
25/11-G-37 A,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.53,N,2,29,14.86,E,59.165147,2.487461,6558705.60,470693.31,31,7186,2013-05-08
25/11-G-37 B,Statoil Petroleum AS,169 B1,DEVELOPMENT,OBSERVATION,NULL,9999-12-31,9999-12-31,GRANE,NORTH SEA,ED50,59,9,54.53,N,2,29,14.86,E,59.165147,2.487461,6558705.60,470693.31,31,7187,2013-05-08
