seaSurveyName,seaNpdidSurvey,seaFactMapUrl,seaFactPageUrl,seaStatus,seaGeographicalArea,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,sea3DKm2,seaPolygonKind,seaPolyGeometryWKT
"ST09310",7025,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7025","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7025","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",24,25,2009-05-20,2009-05-24,2009-07-31,2009-07-29,76800,33072,3200,1378,NULL,"Område unntatt snuområde","POLYGON((3.583333 62.083333,3.583333 61.666667,3.083333 61.666667,3.083333 62.083333,3.583333 62.083333))"
"ST09310",7025,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7025","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7025","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",24,25,2009-05-20,2009-05-24,2009-07-31,2009-07-29,76800,33072,3200,1378,NULL,"Område inkludert snuområde","POLYGON((3.583333 62.083333,3.583333 61.666667,3.083333 61.666667,3.083333 62.083333,3.583333 62.083333))"
"ST09312",7026,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7026","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7026","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",1,1200,2009-05-15,2009-05-23,2009-08-15,2009-06-15,200,290,200,290,NULL,"Område unntatt snuområde","POLYGON((2.4 61.6,2.4 61.5,2.166667 61.5,2.166667 61.6,2.4 61.6))"
"ST09312",7026,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7026","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7026","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",1,1200,2009-05-15,2009-05-23,2009-08-15,2009-06-15,200,290,200,290,NULL,"Område inkludert snuområde","POLYGON((2.4 61.6,2.4 61.5,2.166667 61.5,2.166667 61.6,2.4 61.6))"
"ST09313",7027,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7027","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7027","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",1,1200,2009-05-15,2009-06-17,2009-08-15,2009-06-29,200,187,200,187,NULL,"Område inkludert snuområde","POLYGON((2.75 61.5,2.75 61.366667,2.416667 61.366667,2.416667 61.5,2.75 61.5))"
"ST09313",7027,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7027","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7027","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4 x 40,UNKNOWN,"Kabler",1,1200,2009-05-15,2009-06-17,2009-08-15,2009-06-29,200,187,200,187,NULL,"Område unntatt snuområde","POLYGON((2.75 61.5,2.75 61.366667,2.416667 61.366667,2.416667 61.5,2.75 61.5))"
"ST09318",7028,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7028","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7028","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4x40,UNKNOWN,"Kabler",1,1200,2009-06-15,2009-06-15,2009-08-15,2009-06-16,150,65,150,65,NULL,"Område unntatt snuområde","POLYGON((2.533333 61.366667,2.533333 61.2,2.166667 61.2,2.166667 61.366667,2.533333 61.366667))"
"ST09318",7028,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7028","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7028","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA","Seismisk kilde",1,4x40,UNKNOWN,"Kabler",1,1200,2009-06-15,2009-06-15,2009-08-15,2009-06-16,150,65,150,65,NULL,"Område inkludert snuområde","POLYGON((2.533333 61.366667,2.533333 61.2,2.166667 61.2,2.166667 61.366667,2.533333 61.366667))"
"WIN0903",7029,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7029","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7029","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Wintershall Norge ASA","Seismisk kilde",1,160 cuin,"2000psi","Kabler",1,1200,2009-05-01,2009-06-11,2009-07-31,2009-06-18,220,256,220,256,NULL,"Område unntatt snuområde","POLYGON((6.921775 64.967703,7.016778 64.947928,6.971992 64.909283,6.877094 64.929031,6.921775 64.967703))"
"WIN0903",7029,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7029","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7029","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Wintershall Norge ASA","Seismisk kilde",1,160 cuin,"2000psi","Kabler",1,1200,2009-05-01,2009-06-11,2009-07-31,2009-06-18,220,256,220,256,NULL,"Område inkludert snuområde","POLYGON((6.893583 65.004519,7.10275 64.960972,6.999967 64.872444,6.791339 64.915858,6.893583 65.004519))"
"WIN0904",7030,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7030","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7030","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Wintershall Norge ASA","Seismisk kilde",1,160 cuin,"2000psi","Kabler",1,1200,2009-05-22,2009-06-19,2009-07-31,2009-06-24,220,220,220,220,NULL,"Område unntatt snuområde","POLYGON((7.400011 65.310508,7.495894 65.290431,7.449836 65.251931,7.354058 65.271978,7.400011 65.310508))"
"WIN0904",7030,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7030","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7030","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Wintershall Norge ASA","Seismisk kilde",1,160 cuin,"2000psi","Kabler",1,1200,2009-05-22,2009-06-19,2009-07-31,2009-06-24,220,220,220,220,NULL,"Område inkludert snuområde","POLYGON((7.266956 65.259075,7.372122 65.347414,7.583214 65.3032,7.477517 65.215008,7.266956 65.259075))"
"BP083D004",7035,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7035","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7035","Ferdig","Nordsjøen",Ja,"Havbunnseismisk undersøkelse",NULL,"BP Norge AS","Seismisk kilde",1,3990,UNKNOWN,"Kabler",7,6000,2009-05-01,2009-05-05,2009-07-31,2009-06-21,650,2413,10000,516,NULL,"Område inkludert snuområde","POLYGON((1.563803 58.343464,1.6574 58.344481,1.658608 58.312633,1.722589 58.313289,1.727103 58.187581,1.707897 58.187389,1.563803 58.343464))"
"BP083D004",7035,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7035","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7035","Ferdig","Nordsjøen",Ja,"Havbunnseismisk undersøkelse",NULL,"BP Norge AS","Seismisk kilde",1,3990,UNKNOWN,"Kabler",7,6000,2009-05-01,2009-05-05,2009-07-31,2009-06-21,650,2413,10000,516,NULL,"Område unntatt snuområde","POLYGON((1.563803 58.343464,1.6574 58.344481,1.658608 58.312633,1.722589 58.313289,1.727103 58.187581,1.707897 58.187389,1.563803 58.343464))"
"CGGV0902",7036,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7036","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7036","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","CGG Veritas Services (UK) Limited","Seismisk kilde",2,4840 cu/in,UNKNOWN,"Kabler",10,6000,2009-07-28,2009-08-23,2009-09-14,2009-09-02,2000,2687,125,134,NULL,"Område unntatt snuområde","POLYGON((2.3814 57.116661,2.482775 57.116661,2.490506 57.000003,2.383594 57.002433,2.3814 57.116661,2.3814 57.116661))"
"CGGV0902",7036,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7036","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7036","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","CGG Veritas Services (UK) Limited","Seismisk kilde",2,4840 cu/in,UNKNOWN,"Kabler",10,6000,2009-07-28,2009-08-23,2009-09-14,2009-09-02,2000,2687,125,134,NULL,"Område inkludert snuområde","POLYGON((2.576111 57.206389,2.595 56.91,2.286944 56.91,2.280278 57.206389,2.576111 57.206389,2.576111 57.206389))"
"CGGV0903",7037,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7037","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7037","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","CGG Veritas Services (UK) Limited","Seismisk kilde",2,"4840 cu.in,",UNKNOWN,"Kabler",10,6000,2009-08-22,2009-08-27,2009-10-14,2009-09-11,545,7237,8720,724,NULL,"Område inkludert snuområde","POLYGON((1.709306 57.485119,1.713703 57.809569,1.777181 57.861167,1.777614 57.915056,2.245422 57.912825,2.242531 57.719575,2.309681 57.719464,2.300336 57.427856,1.709603 57.431225,1.709306 57.485119,1.709306 57.485119))"
"CGGV0903",7037,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7037","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7037","Ferdig","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","CGG Veritas Services (UK) Limited","Seismisk kilde",2,"4840 cu.in,",UNKNOWN,"Kabler",10,6000,2009-08-22,2009-08-27,2009-10-14,2009-09-11,545,7237,8720,724,NULL,"Område unntatt snuområde","POLYGON((1.814403 57.793264,1.831458 57.807106,2.143997 57.805667,2.140436 57.665783,2.207486 57.665728,2.203978 57.536394,1.810244 57.538636,1.814403 57.793264,1.814403 57.793264))"
"SH0901",7038,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7038","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7038","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,3380 cu.in.,UNKNOWN,"Kabler",6,5.1 km,2009-06-20,2009-06-21,2009-08-10,2009-07-24,11672,16884,1459,1407,NULL,"Område unntatt snuområde","POLYGON((7.472811 64.216256,7.765986 64.473786,7.996844 64.424075,7.702036 64.167003,7.472811 64.216256))"
"SH0901",7038,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7038","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7038","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,3380 cu.in.,UNKNOWN,"Kabler",6,5.1 km,2009-06-20,2009-06-21,2009-08-10,2009-07-24,11672,16884,1459,1407,NULL,"Område inkludert snuområde","POLYGON((7.472811 64.216256,7.765986 64.473786,7.996844 64.424075,7.702036 64.167003,7.472811 64.216256))"
"SH0902",7039,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7039","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7039","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,3380 cu.in.,UNKNOWN,"Kabler",6,"5,1 km",2009-07-15,2009-07-26,2009-08-31,2009-08-10,7584,7512,632,626,NULL,"Område unntatt snuområde","POLYGON((6.7264 64.300106,6.718986 64.389767,7.154147 64.395883,7.16015 64.3062,6.7264 64.300106))"
"SH0902",7039,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7039","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7039","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,3380 cu.in.,UNKNOWN,"Kabler",6,"5,1 km",2009-07-15,2009-07-26,2009-08-31,2009-08-10,7584,7512,632,626,NULL,"Område inkludert snuområde","POLYGON((6.719222 64.301086,6.71975 64.390806,7.155083 64.389686,7.153147 64.299967,6.719222 64.301086))"
"Pierce09",7040,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7040","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7040","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,2510 cu.inch,UNKNOWN,"Kabler",8,5400,2009-05-20,2009-06-02,2009-07-15,2009-07-01,140,2700,140,178,NULL,"Område inkludert snuområde","POLYGON((2.388167 57.132583,2.361389 57.115556,2.301083 57.237167,2.387806 57.17425,2.388167 57.132583))"
"Pierce09",7040,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7040","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7040","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,2510 cu.inch,UNKNOWN,"Kabler",8,5400,2009-05-20,2009-06-02,2009-07-15,2009-07-01,140,2700,140,178,NULL,"Område unntatt snuområde","POLYGON((2.388167 57.132583,2.361389 57.115556,2.301083 57.237167,2.387806 57.17425,2.388167 57.132583))"
"BG0901",7041,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7041","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7041","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in.,UNKNOWN,"Kabler",1,1200,2009-04-17,2009-04-17,2009-07-01,2009-06-30,1400,1452,1400,1452,NULL,"Område unntatt snuområde","POLYGON((2.521639 61.777611,2.723083 61.767389,2.72425 61.695778,2.523611 61.694861,2.521639 61.777611))"
"BG0901",7041,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7041","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7041","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in.,UNKNOWN,"Kabler",1,1200,2009-04-17,2009-04-17,2009-07-01,2009-06-30,1400,1452,1400,1452,NULL,"Område inkludert snuområde","POLYGON((2.521639 61.777611,2.723083 61.767389,2.72425 61.695778,2.523611 61.694861,2.521639 61.777611))"
"BG0902",7042,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7042","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7042","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in.,UNKNOWN,"Kabler",1,1200,2009-04-17,2009-04-17,2009-06-15,2009-06-20,70,77,70,77,NULL,"Område unntatt snuområde","POLYGON((2.817778 61.82325,2.852611 61.813778,2.8325 61.810056,2.809972 61.818778,2.817778 61.82325))"
"BG0902",7042,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7042","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7042","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in.,UNKNOWN,"Kabler",1,1200,2009-04-17,2009-04-17,2009-06-15,2009-06-20,70,77,70,77,NULL,"Område inkludert snuområde","POLYGON((2.817778 61.82325,2.852611 61.813778,2.8325 61.810056,2.809972 61.818778,2.817778 61.82325))"
"BG0903",7043,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7043","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7043","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in,UNKNOWN,"Kabler",1,1200,2009-05-20,2009-06-12,2009-06-15,2009-06-28,700,700,700,700,NULL,"Område inkludert snuområde","POLYGON((2.788847 61.817719,2.690181 61.829778,2.661017 61.776156,2.759522 61.764119,2.788847 61.817719))"
"BG0903",7043,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7043","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7043","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","BG Norge AS","Seismisk kilde",4,40 cu.in,UNKNOWN,"Kabler",1,1200,2009-05-20,2009-06-12,2009-06-15,2009-06-28,700,700,700,700,NULL,"Område unntatt snuområde","POLYGON((2.788847 61.817719,2.690181 61.829778,2.661017 61.776156,2.759522 61.764119,2.788847 61.817719))"
"DN0902",7044,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7044","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7044","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Det norske oljeselskap ASA (old)","Seismisk kilde",2,3460 cu.in.,UNKNOWN,"Kabler",8,5000,2009-05-22,2009-05-22,2009-07-22,2009-07-14,540,29403,1950,1716,NULL,"Område inkludert snuområde","POLYGON((7.119789 64.527489,7.696628 64.510233,7.300711 63.897322,6.961472 63.898583,6.737831 63.920636,7.119789 64.527489,7.119789 64.527489))"
"DN0902",7044,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7044","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7044","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Det norske oljeselskap ASA (old)","Seismisk kilde",2,3460 cu.in.,UNKNOWN,"Kabler",8,5000,2009-05-22,2009-05-22,2009-07-22,2009-07-14,540,29403,1950,1716,NULL,"Område unntatt snuområde","POLYGON((7.119789 64.527489,7.696628 64.510233,7.300711 63.897322,6.961472 63.898583,6.737831 63.920636,7.119789 64.527489,7.119789 64.527489))"
"DP0901",7045,NULL,NULL,"Avlyst","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Discover Petroleum AS","Seismisk kilde",Dual,2x4000 cu.in.,"@2000 psi","Kabler",8,7000,2009-05-15,9999-12-31,2009-07-01,9999-12-31,NULL,NULL,1500,NULL,NULL,"Område inkludert snuområde","POLYGON((8 66,10 66,10 65.25,8 65.25,8 66))"
"DP0901",7045,NULL,NULL,"Avlyst","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Discover Petroleum AS","Seismisk kilde",Dual,2x4000 cu.in.,"@2000 psi","Kabler",8,7000,2009-05-15,9999-12-31,2009-07-01,9999-12-31,NULL,NULL,1500,NULL,NULL,"Område unntatt snuområde","POLYGON((8 66,10 66,10 65.25,8 65.25,8 66))"
"DP0902",7046,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-04-23,9999-12-31,2009-05-31,9999-12-31,15,NULL,15,NULL,NULL,"Område inkludert snuområde","POLYGON((3.333333 59.25,3.333333 59.75,3.666667 59.75,3.666667 59.25,3.333333 59.25))"
"DP0902",7046,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-04-23,9999-12-31,2009-05-31,9999-12-31,15,NULL,15,NULL,NULL,"Område unntatt snuområde","POLYGON((3.333333 59.25,3.333333 59.75,3.666667 59.75,3.666667 59.25,3.333333 59.25))"
"DP0903",7047,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7047","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7047","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-04-28,2009-05-24,2009-06-10,2009-06-10,10,9,10,9,NULL,"Område inkludert snuområde","POLYGON((7.666667 64,7.666667 64.25,8 64.25,8 64,7.666667 64))"
"DP0903",7047,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7047","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7047","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-04-28,2009-05-24,2009-06-10,2009-06-10,10,9,10,9,NULL,"Område unntatt snuområde","POLYGON((7.666667 64,7.666667 64.25,8 64.25,8 64,7.666667 64))"
"DP0904",7048,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7048","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7048","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-05-01,2009-06-03,2009-06-30,2009-06-22,10,25,10,25,NULL,"Område inkludert snuområde","POLYGON((8.866667 65.95,8.866667 66.25,9.666667 66.25,9.666667 65.95,8.866667 65.95))"
"DP0904",7048,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7048","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7048","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-05-01,2009-06-03,2009-06-30,2009-06-22,10,25,10,25,NULL,"Område unntatt snuområde","POLYGON((8.866667 65.95,8.866667 66.25,9.666667 66.25,9.666667 65.95,8.866667 65.95))"
"DP0905",7049,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7049","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7049","Ferdig","Barentshavet - Sør",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,"2*2500 ampere, 200-300 kW",UNKNOWN,"Noder",4,10,2009-06-25,2009-07-03,2009-08-15,2009-07-20,20,23,20,23,NULL,"Område unntatt snuområde","POLYGON((28 72.75,28 73,28.666667 73,28.666667 72.75,28 72.75))"
"DP0905",7049,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7049","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7049","Ferdig","Barentshavet - Sør",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,"2*2500 ampere, 200-300 kW",UNKNOWN,"Noder",4,10,2009-06-25,2009-07-03,2009-08-15,2009-07-20,20,23,20,23,NULL,"Område inkludert snuområde","POLYGON((28 72.75,28 73,28.666667 73,28.666667 72.75,28 72.75))"
"DP0906",7050,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7050","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7050","Ferdig","Barentshavet - Sør",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-06-15,2009-06-22,2009-08-15,2009-07-19,40,23,40,23,NULL,"Område inkludert snuområde","POLYGON((19.333333 72.5,19.333333 73.25,20.666667 73.25,20.666667 72.75,20 72.75,20 72.583333,19.333333 72.5))"
"DP0906",7050,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7050","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7050","Ferdig","Barentshavet - Sør",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-06-15,2009-06-22,2009-08-15,2009-07-19,40,23,40,23,NULL,"Område unntatt snuområde","POLYGON((19.333333 72.5,19.333333 73.25,20.666667 73.25,20.666667 72.75,20 72.75,20 72.583333,19.333333 72.5))"
"DP0907",7051,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7051","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7051","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-05-15,2009-05-20,2009-06-30,2009-05-24,20,2,20,2,NULL,"Område inkludert snuområde","POLYGON((8.333333 65.5,8.333333 65.75,9.666667 65.75,9.666667 65.5,8.333333 65.5))"
"DP0907",7051,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7051","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7051","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,2500 ampere,UNKNOWN,"Noder",4,500,2009-05-15,2009-05-20,2009-06-30,2009-05-24,20,2,20,2,NULL,"Område unntatt snuområde","POLYGON((8.333333 65.5,8.333333 65.75,9.666667 65.75,9.666667 65.5,8.333333 65.5))"
