wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Core_1-8_Lithological_Description_Poro-Perm,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Core_1-8_Lithological_Description_Poro-Perm.pdf,pdf,3594,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Core_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Core_Report.pdf,pdf,1223,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Core_Show_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Core_Show_report.pdf,pdf,989,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Drilling_Program,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Drilling_Program.pdf,pdf,2355,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Final_Geological_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Final_Geological_Report.pdf,pdf,5065,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Gas_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Gas_Analysis.pdf,pdf,81,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Geological_Prognosis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Geological_Prognosis.pdf,pdf,1496,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Grain_Size_distribution_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Grain_Size_distribution_Analysis.pdf,pdf,4066,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Idel_Mud_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Idel_Mud_Log.pdf,pdf,12338,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Mud_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Mud_Log.pdf,pdf,12868,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Rapport_av_GC_MS_analysene_av_råoljen,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Rapport_av_GC_MS_analysene_av_råoljen.pdf,pdf,172,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Reservoir_Evaluation_Eocene_Discovery,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Reservoir_Evaluation_Eocene_Discovery.pdf,pdf,5361,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Reservoir_Evaluation_Eocene_Discovery_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Reservoir_Evaluation_Eocene_Discovery_2.pdf,pdf,5415,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Reservoir_Fluid_Study_PVT_Study,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Reservoir_Fluid_Study_PVT_Study.pdf,pdf,24474,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Reservoir_Sampling_Report-Surface_Sample,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Reservoir_Sampling_Report-Surface_Sample.pdf,pdf,510,385,9999-12-31,2013-05-08
30/7-2,REPORTED BY LICENSEE,385_01_30_7_2_Well_Summary_Final Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/385_01_30_7_2_Well_Summary_Final Report.pdf,pdf,3300,385,9999-12-31,2013-05-08
30/7-3,COMPOSITE LOG,386,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/386.pdf,pdf,434,386,9999-12-31,2013-05-08
30/7-3,GEOCHEMICAL INFORMATION,386_1_Source_rock_evaluation_of_well_30_7_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/386_1_Source_rock_evaluation_of_well_30_7_3.pdf,pdf,5614,386,9999-12-31,2013-05-08
30/7-3,GEOCHEMICAL INFORMATION,386_2_Geochemical_evaluation_of_the_30_7_3_well,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/386_2_Geochemical_evaluation_of_the_30_7_3_well.pdf,pdf,5080,386,9999-12-31,2013-05-08
30/7-3,GEOCHEMICAL INFORMATION,386_3_Optical_Studies_of_Organic_matter,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/386_3_Optical_Studies_of_Organic_matter.pdf,pdf,751,386,9999-12-31,2013-05-08
30/7-3,GEOCHEMICAL INFORMATION,386_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/386_4.pdf,pdf,417,386,9999-12-31,2013-05-08
30/7-3,GEOCHEMICAL INFORMATION,386_5_Geochemical_Evaluation,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/386_5_Geochemical_Evaluation.pdf,pdf,5077,386,9999-12-31,2013-05-08
30/7-3,OLD NPD WDSS,386_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/386_01_WDSS_General_Information.pdf,pdf,278,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_10_Lithology_of_the Interval_3600-4040m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_10_Lithology_of_the Interval_3600-4040m.pdf,pdf,3102,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_11_Lithology_of_the_Interval_3600-4040m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_11_Lithology_of_the_Interval_3600-4040m.pdf,pdf,3202,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_12_Mud_Program,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_12_Mud_Program.pdf,pdf,4368,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_13_Report_on_a_Well_Site_Biostratigraphical_Invest,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_13_Report_on_a_Well_Site_Biostratigraphical_Invest.pdf,pdf,1253,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_14_Biostratigraphical_report_on_the_Mesozoic_serie,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_14_Biostratigraphical_report_on_the_Mesozoic_serie.pdf,pdf,2546,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_15_Source_Rock_Evaluation,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_15_Source_Rock_Evaluation.pdf,pdf,5614,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_17_Sample_Description_Book_Field_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_17_Sample_Description_Book_Field_Report.pdf,pdf,9135,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_18_Biostratigraphy_of_the_Interval_1820-4040m,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_18_Biostratigraphy_of_the_Interval_1820-4040m.pdf,pdf,3962,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,"386_19_Petrophysical_Study,_Final_Report","http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_19_Petrophysical_Study,_Final_Report.pdf",pdf,1449,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_1_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_1_Completion_Report.pdf,pdf,9437,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_2_Directional_Surveys_deviations_multishots,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_2_Directional_Surveys_deviations_multishots.pdf,pdf,12944,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_4_Geological_Progress_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_4_Geological_Progress_Report.pdf,pdf,946,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_5_Core_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_5_Core_Report.pdf,pdf,474,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_6_Litholog,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_6_Litholog.pdf,pdf,4833,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_7_Well_Summary,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_7_Well_Summary.pdf,pdf,2052,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_8_Mud_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_8_Mud_Log.pdf,pdf,9234,386,9999-12-31,2013-05-08
30/7-3,REPORTED BY LICENSEE,386_9_Biostratigraphy,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/386_9_Biostratigraphy.pdf,pdf,9658,386,9999-12-31,2013-05-08
30/7-4,OLD NPD WDSS,387_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/387_01_WDSS_General_Information.pdf,pdf,228,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Completion_log.pdf,pdf,580,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Completion_Report.pdf,pdf,2990,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Drilling_Program,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Drilling_Program.pdf,pdf,5885,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Mud_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Mud_Log.pdf,pdf,4825,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Mud_Log_2,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Mud_Log_2.pdf,pdf,3134,387,9999-12-31,2013-05-08
30/7-4,REPORTED BY LICENSEE,387_01_30_7_4_Well_Summary,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/387_01_30_7_4_Well_Summary.pdf,pdf,69,387,9999-12-31,2013-05-08
30/7-5,OLD NPD WDSS,388_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/388_01_WDSS_General_Information.pdf,pdf,228,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Completion_log.pdf,pdf,520,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Completion_Report.pdf,pdf,2019,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Litholog,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Litholog.pdf,pdf,846,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Plug_and_Abandonement_Program,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Plug_and_Abandonement_Program.pdf,pdf,999,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Wel_Critique,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Wel_Critique.pdf,pdf,1969,388,9999-12-31,2013-05-08
30/7-5,REPORTED BY LICENSEE,388_01_30_7_5_Wel_Summary,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/388_01_30_7_5_Wel_Summary.pdf,pdf,77,388,9999-12-31,2013-05-08
30/7-6,OLD NPD WDSS,389_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/389_01_WDSS_General_Information.pdf,pdf,431,389,9999-12-31,2013-05-08
30/7-6 R,OLD NPD WDSS,507_03_WDSS_lithlog,http://www.npd.no/engelsk/cwi/pbl/wdss_old/507_03_WDSS_lithlog.pdf,pdf,77,507,9999-12-31,2013-05-08
30/7-7,COMPOSITE LOG,390,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/390.pdf,pdf,644,390,9999-12-31,2013-05-08
30/7-7,GEOCHEMICAL INFORMATION,390_1_organic_geochemical_correlation_of_nine_oils_and_ten_source_rocks_from_the_northern_sea_area,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/390_1_organic_geochemical_correlation_of_nine_oils_and_ten_source_rocks_from_the_northern_sea_area.pdf,pdf,2638,390,9999-12-31,2013-05-08
30/7-7,GEOCHEMICAL INFORMATION,390_2_Rock_eval_pyrolysis_of_samples_from_well_30_7_7,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/390_2_Rock_eval_pyrolysis_of_samples_from_well_30_7_7.pdf,pdf,1212,390,9999-12-31,2013-05-08
30/7-7,GEOCHEMICAL INFORMATION,390_3_source_rock_evaluation_of_well_30_7_7,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/390_3_source_rock_evaluation_of_well_30_7_7.pdf,pdf,9189,390,9999-12-31,2013-05-08
30/7-7,GEOCHEMICAL INFORMATION,390_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/390_4.pdf,pdf,5929,390,9999-12-31,2013-05-08
30/7-7,OLD NPD WDSS,390_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/390_01_WDSS_General_Information.pdf,pdf,122,390,9999-12-31,2013-05-08
30/7-7,OLD NPD WDSS,390_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/390_02_WDSS_completion_log.pdf,pdf,328,390,9999-12-31,2013-05-08
30/7-7,REPORTED BY LICENSEE,390_1_Completion_Report_Drilling,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/390_1_Completion_Report_Drilling.pdf,pdf,14389,390,9999-12-31,2013-05-08
30/7-7,REPORTED BY LICENSEE,390_2_Completion_Report_Geological_&_Completio_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/390_2_Completion_Report_Geological_&_Completio_log.pdf,pdf,4348,390,9999-12-31,2013-05-08
30/7-8,OLD NPD WDSS,216_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/216_01_WDSS_General_Information.pdf,pdf,95,216,9999-12-31,2013-05-08
30/7-8 R,OLD NPD WDSS,506_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/506_01_WDSS_General_Information.pdf,pdf,199,506,9999-12-31,2013-05-08
30/8-1 S,GEOCHEMICAL INFORMATION,2430_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2430_1.pdf,pdf,980,2430,9999-12-31,2013-05-08
30/8-1 S,GEOCHEMICAL INFORMATION,2430_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2430_2.pdf,pdf,2401,2430,9999-12-31,2013-05-08
30/8-1 SR,GEOCHEMICAL INFORMATION,2719_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2719_1.pdf,pdf,620,2719,9999-12-31,2013-05-08
30/8-1 SR,GEOCHEMICAL INFORMATION,2719_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2719_2.pdf,pdf,1867,2719,9999-12-31,2013-05-08
30/8-4 S,GEOCHEMICAL INFORMATION,5974_01_30_8_4S_gch_transfer_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5974_01_30_8_4S_gch_transfer_1.txt,txt,0,5974,9999-12-31,2013-05-08
30/8-4 S,GEOCHEMICAL INFORMATION,5974_02_30_8_4S_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5974_02_30_8_4S_gch_results_1.txt,txt,115,5974,9999-12-31,2013-05-08
30/9-1,OLD NPD WDSS,65_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/65_01_WDSS_General_Information.pdf,pdf,173,65,9999-12-31,2013-05-08
30/9-1,OLD NPD WDSS,65_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/65_02_WDSS_completion_log.pdf,pdf,296,65,9999-12-31,2013-05-08
30/9-10,OLD NPD WDSS,1514_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1514_01_WDSS_General_Information.pdf,pdf,233,1514,9999-12-31,2013-05-08
30/9-10,OLD NPD WDSS,1514_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1514_02_WDSS_completion_log.pdf,pdf,227,1514,9999-12-31,2013-05-08
30/9-11,OLD NPD WDSS,1673_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1673_01_WDSS_General_Information.pdf,pdf,187,1673,9999-12-31,2013-05-08
30/9-11,OLD NPD WDSS,1673_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1673_02_WDSS_completion_log.pdf,pdf,171,1673,9999-12-31,2013-05-08
30/9-11 A,OLD NPD WDSS,1705_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1705_01_WDSS_General_Information.pdf,pdf,205,1705,9999-12-31,2013-05-08
30/9-11 A,OLD NPD WDSS,1705_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1705_02_WDSS_completion_log.pdf,pdf,185,1705,9999-12-31,2013-05-08
30/9-12,COMPOSITE LOG,1717,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1717.pdf,pdf,404,1717,9999-12-31,2013-05-08
30/9-12,OLD NPD WDSS,1717_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1717_01_WDSS_General_Information.pdf,pdf,845,1717,9999-12-31,2013-05-08
30/9-12,OLD NPD WDSS,1717_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1717_02_WDSS_completion_log.pdf,pdf,189,1717,9999-12-31,2013-05-08
30/9-12 A,COMPOSITE LOG,1770,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1770.pdf,pdf,411,1770,9999-12-31,2013-05-08
30/9-12 A,GEOCHEMICAL INFORMATION,1770_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1770_1.pdf,pdf,528,1770,9999-12-31,2013-05-08
30/9-12 A,OLD NPD WDSS,1770_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1770_01_WDSS_General_Information.pdf,pdf,519,1770,9999-12-31,2013-05-08
30/9-12 A,OLD NPD WDSS,1770_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1770_02_WDSS_completion_log.pdf,pdf,186,1770,9999-12-31,2013-05-08
30/9-13 S,COMPOSITE LOG,1811,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1811.pdf,pdf,622,1811,9999-12-31,2013-05-08
30/9-13 S,GEOCHEMICAL INFORMATION,1811_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1811_1.pdf,pdf,1943,1811,9999-12-31,2013-05-08
30/9-13 S,OLD NPD WDSS,1811_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1811_01_WDSS_General_Information.pdf,pdf,619,1811,9999-12-31,2013-05-08
30/9-13 S,OLD NPD WDSS,1811_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1811_02_WDSS_completion_log.pdf,pdf,232,1811,9999-12-31,2013-05-08
30/9-14,COMPOSITE LOG,2076,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/2076.pdf,pdf,752,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_1.pdf,pdf,1762,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_2.pdf,pdf,1846,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_3.pdf,pdf,1723,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_4.pdf,pdf,1956,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_5.pdf,pdf,1927,2076,9999-12-31,2013-05-08
30/9-14,GEOCHEMICAL INFORMATION,2076_6,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2076_6.pdf,pdf,1852,2076,9999-12-31,2013-05-08
30/9-15,COMPOSITE LOG,2223,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/2223.pdf,pdf,473,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_1.pdf,pdf,1462,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_2.pdf,pdf,1885,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_3.pdf,pdf,1881,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_4.pdf,pdf,1938,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_5.pdf,pdf,1379,2223,9999-12-31,2013-05-08
30/9-15,GEOCHEMICAL INFORMATION,2223_6,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2223_6.pdf,pdf,1227,2223,9999-12-31,2013-05-08
30/9-2,COMPOSITE LOG,11,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/11.pdf,pdf,428,11,9999-12-31,2013-05-08
30/9-2,GEOCHEMICAL INFORMATION,11_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/11_1.pdf,pdf,1864,11,9999-12-31,2013-05-08
30/9-2,GEOCHEMICAL INFORMATION,11_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/11_2.pdf,pdf,1333,11,9999-12-31,2013-05-08
30/9-2,OLD NPD WDSS,11_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/11_01_WDSS_General_Information.pdf,pdf,209,11,9999-12-31,2013-05-08
30/9-2,OLD NPD WDSS,11_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/11_02_WDSS_completion_log.pdf,pdf,292,11,9999-12-31,2013-05-08
30/9-2 R,GEOCHEMICAL INFORMATION,937_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/937_1.pdf,pdf,1864,937,9999-12-31,2013-05-08
30/9-2 R,GEOCHEMICAL INFORMATION,937_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/937_2.pdf,pdf,1333,937,9999-12-31,2013-05-08
30/9-20 S,COMPOSITE LOG,4463,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/4463.pdf,pdf,410,4463,9999-12-31,2013-05-08
30/9-20 S,GEOCHEMICAL INFORMATION,4463_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/4463_1.pdf,pdf,2717,4463,9999-12-31,2013-05-08
30/9-21 S,GEOCHEMICAL INFORMATION,5800_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5800_1.pdf,pdf,275,5800,9999-12-31,2013-05-08
30/9-21 S,GEOCHEMICAL INFORMATION,5800_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/5800_2.pdf,pdf,620,5800,9999-12-31,2013-05-08
30/9-22,GEOCHEMICAL INFORMATION,6034_01_30_9_22_gch_transfer_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/6034_01_30_9_22_gch_transfer_1.txt,txt,0,6034,9999-12-31,2013-05-08
30/9-22,GEOCHEMICAL INFORMATION,6034_02_30_9_22_gch_results_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/6034_02_30_9_22_gch_results_1.txt,txt,395,6034,9999-12-31,2013-05-08
30/9-3,OLD NPD WDSS,55_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/55_01_WDSS_General_Information.pdf,pdf,167,55,9999-12-31,2013-05-08
30/9-3,OLD NPD WDSS,55_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/55_02_WDSS_completion_log.pdf,pdf,279,55,9999-12-31,2013-05-08
30/9-3,REPORTED BY LICENSEE,55_30_9_3_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/55_30_9_3_Completion_log.pdf,pdf,3229,55,9999-12-31,2013-05-08
30/9-3,REPORTED BY LICENSEE,55_30_9_3_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/55_30_9_3_Completion_Report.pdf,pdf,16175,55,9999-12-31,2013-05-08
30/9-3 A,GEOCHEMICAL INFORMATION,102_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/102_1.pdf,pdf,675,102,9999-12-31,2013-05-08
30/9-3 A,GEOCHEMICAL INFORMATION,102_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/102_2.pdf,pdf,643,102,9999-12-31,2013-05-08
30/9-3 A,OLD NPD WDSS,102_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/102_01_WDSS_General_Information.pdf,pdf,194,102,9999-12-31,2013-05-08
30/9-3 A,OLD NPD WDSS,102_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/102_02_WDSS_completion_log.pdf,pdf,360,102,9999-12-31,2013-05-08
30/9-3 A,REPORTED BY LICENSEE,102_30_9_3_A_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/102_30_9_3_A_Completion_log.pdf,pdf,3522,102,9999-12-31,2013-05-08
30/9-3 A,REPORTED BY LICENSEE,102_30_9_3_A_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/102_30_9_3_A_Completion_Report.pdf,pdf,15750,102,9999-12-31,2013-05-08
30/9-4 S,OLD NPD WDSS,452_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/452_01_WDSS_General_Information.pdf,pdf,301,452,9999-12-31,2013-05-08
