prlName,prlLicenseeDateValidFrom,prlLicenseeDateValidTo,cmpLongName,prlLicenseeInterest,prlLicenseeSdfi,prlOperDateValidFrom,prlOperDateValidTo,prlNpdidLicence,cmpNpdidCompany,prlLicenseeDateUpdated,dateSyncNPD
146,1988-07-08,1996-09-09,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21980,749,9999-12-31,2013-05-08
146,1988-07-08,1996-09-09,Saga Petroleum ASA,20.00000,NULL,1988-07-08,2001-01-11,21980,716,9999-12-31,2013-05-08
146,1988-07-08,1996-09-09,Elf Petroleum Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21980,298,9999-12-31,2013-05-08
146,1988-07-08,1996-09-09,Amerada Hess Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21980,67,9999-12-31,2013-05-08
147,2009-01-01,9999-12-31,Bayerngas Norge AS,50.00000,NULL,9999-12-31,9999-12-31,21988,4444493,9999-12-31,2013-05-08
147,2009-01-01,9999-12-31,DONG E&P Norge AS,50.00000,NULL,2008-09-01,9999-12-31,21988,4070011,9999-12-31,2013-05-08
147,2008-01-01,2009-01-01,Faroe Petroleum Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21988,4062883,9999-12-31,2013-05-08
147,2008-01-01,2009-01-01,Bayerngas Norge AS,50.00000,NULL,9999-12-31,9999-12-31,21988,4444493,9999-12-31,2013-05-08
147,2008-01-01,2009-01-01,DONG E&P Norge AS,40.00000,NULL,2008-09-01,9999-12-31,21988,4070011,9999-12-31,2013-05-08
147,2007-01-01,2008-01-01,Bayerngas Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21988,4444493,9999-12-31,2013-05-08
147,2007-01-01,2008-01-01,DONG E&P Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21988,4070011,9999-12-31,2013-05-08
147,2007-01-01,2008-01-01,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2006-09-06,2007-01-01,DONG E&P Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21988,4070011,9999-12-31,2013-05-08
147,2006-09-06,2007-01-01,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21988,1622484,9999-12-31,2013-05-08
147,2006-09-06,2007-01-01,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2002-06-06,2006-09-06,DONG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21988,1853083,9999-12-31,2013-05-08
147,2002-06-06,2006-09-06,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21988,1622484,9999-12-31,2013-05-08
147,2002-06-06,2006-09-06,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2002-04-17,2002-06-06,DOPAS Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21988,2133811,9999-12-31,2013-05-08
147,2002-04-17,2002-06-06,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21988,1622484,9999-12-31,2013-05-08
147,2002-04-17,2002-06-06,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2001-12-21,2002-04-17,DONG Norge AS,20.00000,NULL,9999-12-31,9999-12-31,21988,1853083,9999-12-31,2013-05-08
147,2001-12-21,2002-04-17,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21988,1622484,9999-12-31,2013-05-08
147,2001-12-21,2002-04-17,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2001-06-01,2001-12-21,Statoil ASA (old),30.00000,NULL,9999-12-31,9999-12-31,21988,1622484,9999-12-31,2013-05-08
147,2001-06-01,2001-12-21,DONG Etterforskning og Produktion AS,20.00000,NULL,9999-12-31,9999-12-31,21988,1441164,9999-12-31,2013-05-08
147,2001-06-01,2001-12-21,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2001-05-10,2001-06-01,SDØE,30.00000,NULL,9999-12-31,9999-12-31,21988,1623450,9999-12-31,2013-05-08
147,2001-05-10,2001-06-01,DONG Etterforskning og Produktion AS,20.00000,NULL,9999-12-31,9999-12-31,21988,1441164,9999-12-31,2013-05-08
147,2001-05-10,2001-06-01,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,2000-06-05,2001-05-10,DONG Etterforskning og Produktion AS,20.00000,NULL,9999-12-31,9999-12-31,21988,1441164,9999-12-31,2013-05-08
147,2000-06-05,2001-05-10,Den norske stats oljeselskap a.s,30.00000,30.00000,9999-12-31,9999-12-31,21988,749,9999-12-31,2013-05-08
147,2000-06-05,2001-05-10,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,1991-07-01,2000-06-05,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21988,749,9999-12-31,2013-05-08
147,1991-07-01,2000-06-05,A/S Norske Shell,50.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
147,1988-07-08,1991-07-01,Total Norge AS,15.00000,NULL,9999-12-31,9999-12-31,21988,848,9999-12-31,2013-05-08
147,1988-07-08,1991-07-01,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,21988,749,9999-12-31,2013-05-08
147,1988-07-08,1991-07-01,A/S Norske Shell,35.00000,NULL,1988-07-08,2008-09-01,21988,562,9999-12-31,2013-05-08
148,2012-12-21,9999-12-31,Talisman Energy Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21996,2425093,9999-12-31,2013-05-08
148,2012-12-21,9999-12-31,Lundin Norway AS,90.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2011-01-02,2012-12-21,Talisman Petroleum Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21996,21139184,2013-01-03,2013-05-08
148,2011-01-02,2012-12-21,Lundin Norway AS,70.00000,NULL,2004-01-01,9999-12-31,21996,2767314,2013-01-03,2013-05-08
148,2011-01-01,2011-01-02,Talisman Petroleum Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21996,21139184,9999-12-31,2013-05-08
148,2011-01-01,2011-01-02,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,21996,4530695,9999-12-31,2013-05-08
148,2011-01-01,2011-01-02,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2007-07-11,2011-01-01,Norwegian Energy Company ASA,20.00000,NULL,9999-12-31,9999-12-31,21996,4530695,9999-12-31,2013-05-08
148,2007-07-11,2011-01-01,Talisman Energy Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21996,2425093,9999-12-31,2013-05-08
148,2007-07-11,2011-01-01,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2006-07-02,2007-07-11,Talisman Energy Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21996,2425093,9999-12-31,2013-05-08
148,2006-07-02,2007-07-11,Norwegian Energy Company AS,20.00000,NULL,9999-12-31,9999-12-31,21996,3482246,9999-12-31,2013-05-08
148,2006-07-02,2007-07-11,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2006-07-01,2006-07-02,Norwegian Energy Company AS,20.00000,NULL,9999-12-31,9999-12-31,21996,3482246,9999-12-31,2013-05-08
148,2006-07-01,2006-07-02,Talisman Resources Norge AS,30.00000,NULL,9999-12-31,9999-12-31,21996,3987574,9999-12-31,2013-05-08
148,2006-07-01,2006-07-02,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2006-03-22,2006-07-01,Talisman Resources Norge AS,50.00000,NULL,9999-12-31,9999-12-31,21996,3987574,9999-12-31,2013-05-08
148,2006-03-22,2006-07-01,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2004-01-01,2006-03-22,Lundin Norway AS,50.00000,NULL,2004-01-01,9999-12-31,21996,2767314,9999-12-31,2013-05-08
148,2004-01-01,2006-03-22,Paladin Resources Norge AS,50.00000,NULL,9999-12-31,9999-12-31,21996,1577943,9999-12-31,2013-05-08
148,2003-06-12,2004-01-01,Paladin Resources Norge AS,50.00000,NULL,9999-12-31,9999-12-31,21996,1577943,9999-12-31,2013-05-08
148,2003-06-12,2004-01-01,Det Norske Oljeselskap AS,50.00000,NULL,2003-01-27,2004-01-01,21996,1340609,9999-12-31,2013-05-08
148,2003-01-27,2003-06-12,Det Norske Oljeselskap AS,100.00000,NULL,2003-01-27,2004-01-01,21996,1340609,9999-12-31,2013-05-08
148,2001-05-09,2003-01-27,Det Norske Oljeselskap AS,30.00000,NULL,9999-12-31,9999-12-31,21996,1340609,9999-12-31,2013-05-08
148,2001-05-09,2003-01-27,Amerada Hess Norge AS,70.00000,NULL,2001-05-09,2003-01-27,21996,67,9999-12-31,2013-05-08
148,2000-11-23,2001-05-09,Det Norske Oljeselskap AS,10.00000,NULL,9999-12-31,9999-12-31,21996,1340609,9999-12-31,2013-05-08
148,2000-11-23,2001-05-09,Total Norge AS,15.00000,NULL,9999-12-31,9999-12-31,21996,848,9999-12-31,2013-05-08
148,2000-11-23,2001-05-09,Den norske stats oljeselskap a.s,50.00000,30.00000,1988-07-08,2001-05-09,21996,749,9999-12-31,2013-05-08
148,2000-11-23,2001-05-09,Amerada Hess Norge AS,25.00000,NULL,9999-12-31,9999-12-31,21996,67,9999-12-31,2013-05-08
148,1999-12-23,2000-11-23,BP Amoco Norge AS,10.00000,NULL,9999-12-31,9999-12-31,21996,982372,9999-12-31,2013-05-08
148,1999-12-23,2000-11-23,Total Norge AS,15.00000,NULL,9999-12-31,9999-12-31,21996,848,9999-12-31,2013-05-08
148,1999-12-23,2000-11-23,Den norske stats oljeselskap a.s,50.00000,30.00000,1988-07-08,2001-05-09,21996,749,9999-12-31,2013-05-08
148,1999-12-23,2000-11-23,Amerada Hess Norge AS,25.00000,NULL,9999-12-31,9999-12-31,21996,67,9999-12-31,2013-05-08
148,1988-07-08,1999-12-23,Total Norge AS,15.00000,NULL,9999-12-31,9999-12-31,21996,848,9999-12-31,2013-05-08
148,1988-07-08,1999-12-23,Den norske stats oljeselskap a.s,50.00000,30.00000,1988-07-08,2001-05-09,21996,749,9999-12-31,2013-05-08
148,1988-07-08,1999-12-23,Amoco Norway AS,10.00000,NULL,9999-12-31,9999-12-31,21996,89,9999-12-31,2013-05-08
148,1988-07-08,1999-12-23,Amerada Hess Norge AS,25.00000,NULL,9999-12-31,9999-12-31,21996,67,9999-12-31,2013-05-08
149,1988-07-08,1994-07-08,Esso Exploration and Production Norway A/S,40.00000,NULL,1988-07-08,1994-07-08,22004,353,9999-12-31,2013-05-08
149,1988-07-08,1994-07-08,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,22004,749,9999-12-31,2013-05-08
149,1988-07-08,1994-07-08,Idemitsu Oil Exploration (Norsk) a.s.,10.00000,NULL,9999-12-31,9999-12-31,22004,3084,9999-12-31,2013-05-08
150,2011-07-04,9999-12-31,Marathon Oil Norge AS,65.00000,NULL,2011-07-04,9999-12-31,22012,20485291,9999-12-31,2013-05-08
150,2011-07-04,9999-12-31,Lundin Norway AS,35.00000,NULL,9999-12-31,9999-12-31,22012,2767314,9999-12-31,2013-05-08
150,2004-01-01,2011-07-04,Lundin Norway AS,35.00000,NULL,9999-12-31,9999-12-31,22012,2767314,9999-12-31,2013-05-08
150,2004-01-01,2011-07-04,Marathon Petroleum Norge AS,65.00000,NULL,2003-06-17,2011-07-03,22012,463,9999-12-31,2013-05-08
150,2003-06-17,2004-01-01,Det Norske Oljeselskap AS,35.00000,NULL,9999-12-31,9999-12-31,22012,1340609,9999-12-31,2013-05-08
150,2003-06-17,2004-01-01,Marathon Petroleum Norge AS,65.00000,NULL,2003-06-17,2011-07-03,22012,463,9999-12-31,2013-05-08
150,2003-01-01,2003-06-17,Enterprise Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,22012,1853786,9999-12-31,2013-05-08
150,2003-01-01,2003-06-17,Marathon Petroleum Norge AS,60.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2002-06-14,2003-01-01,Marathon Petroleum Norge AS,50.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2002-06-14,2003-01-01,TotalFinaElf Exploration Norge AS,10.00000,NULL,2001-12-18,2003-06-17,22012,1340884,9999-12-31,2013-05-08
150,2002-06-14,2003-01-01,Enterprise Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,22012,1853786,9999-12-31,2013-05-08
150,2002-03-19,2002-06-14,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2002-03-19,2002-06-14,Marathon Petroleum Norge AS,40.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2002-03-19,2002-06-14,TotalFinaElf Exploration Norge AS,10.00000,NULL,2001-12-18,2003-06-17,22012,1340884,9999-12-31,2013-05-08
150,2002-03-19,2002-06-14,Enterprise Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,22012,1853786,9999-12-31,2013-05-08
150,2001-12-31,2002-03-19,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2001-12-31,2002-03-19,Marathon Petroleum Norge AS,10.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2001-12-31,2002-03-19,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22012,1626839,9999-12-31,2013-05-08
150,2001-12-31,2002-03-19,TotalFinaElf Exploration Norge AS,10.00000,NULL,2001-12-18,2003-06-17,22012,1340884,9999-12-31,2013-05-08
150,2001-12-31,2002-03-19,Enterprise Oil Norge AS,40.00000,NULL,9999-12-31,9999-12-31,22012,1853786,9999-12-31,2013-05-08
150,2001-12-18,2001-12-31,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2001-12-18,2001-12-31,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2001-12-18,2001-12-31,Marathon Petroleum Norge AS,10.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2001-12-18,2001-12-31,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22012,1626839,9999-12-31,2013-05-08
150,2001-12-18,2001-12-31,TotalFinaElf Exploration Norge AS,10.00000,NULL,2001-12-18,2003-06-17,22012,1340884,9999-12-31,2013-05-08
150,2001-06-17,2001-12-18,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2001-06-17,2001-12-18,Total Norge AS,10.00000,NULL,2000-12-20,2001-12-18,22012,848,9999-12-31,2013-05-08
150,2001-06-17,2001-12-18,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2001-06-17,2001-12-18,Marathon Petroleum Norge AS,10.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2001-06-17,2001-12-18,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22012,1626839,9999-12-31,2013-05-08
150,2001-06-08,2001-06-17,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2001-06-08,2001-06-17,Total Norge AS,10.00000,NULL,2000-12-20,2001-12-18,22012,848,9999-12-31,2013-05-08
150,2001-06-08,2001-06-17,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2001-06-08,2001-06-17,SDØE,30.00000,NULL,9999-12-31,9999-12-31,22012,1623450,9999-12-31,2013-05-08
150,2001-06-08,2001-06-17,Marathon Petroleum Norge AS,10.00000,NULL,9999-12-31,9999-12-31,22012,463,9999-12-31,2013-05-08
150,2001-05-10,2001-06-08,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2001-05-10,2001-06-08,Total Norge AS,10.00000,NULL,2000-12-20,2001-12-18,22012,848,9999-12-31,2013-05-08
150,2001-05-10,2001-06-08,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2001-05-10,2001-06-08,Statoil ASA (old),10.00000,NULL,9999-12-31,9999-12-31,22012,1622484,9999-12-31,2013-05-08
150,2001-05-10,2001-06-08,SDØE,30.00000,NULL,9999-12-31,9999-12-31,22012,1623450,9999-12-31,2013-05-08
150,2001-01-11,2001-05-10,Den norske stats oljeselskap a.s,40.00000,NULL,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,2001-01-11,2001-05-10,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2001-01-11,2001-05-10,Total Norge AS,10.00000,NULL,2000-12-20,2001-12-18,22012,848,9999-12-31,2013-05-08
150,2001-01-11,2001-05-10,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,22012,430,9999-12-31,2013-05-08
150,2000-12-20,2001-01-11,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22012,716,9999-12-31,2013-05-08
150,2000-12-20,2001-01-11,Den norske stats oljeselskap a.s,40.00000,NULL,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,2000-12-20,2001-01-11,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,2000-12-20,2001-01-11,Total Norge AS,10.00000,NULL,2000-12-20,2001-12-18,22012,848,9999-12-31,2013-05-08
150,1995-01-19,2000-12-20,Fina Production Licenses AS,10.00000,NULL,1988-07-08,2000-12-20,22012,386,9999-12-31,2013-05-08
150,1995-01-19,2000-12-20,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22012,716,9999-12-31,2013-05-08
150,1995-01-19,2000-12-20,Den norske stats oljeselskap a.s,40.00000,NULL,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,1995-01-19,2000-12-20,Enterprise Oil Norwegian AS,40.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,1993-06-03,1995-01-19,Fina Production Licenses AS,10.00000,NULL,1988-07-08,2000-12-20,22012,386,9999-12-31,2013-05-08
150,1993-06-03,1995-01-19,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22012,716,9999-12-31,2013-05-08
150,1993-06-03,1995-01-19,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,1993-06-03,1995-01-19,Enterprise Oil Norwegian AS,30.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,1989-04-14,1993-06-03,Fina Production Licenses AS,30.00000,NULL,1988-07-08,2000-12-20,22012,386,9999-12-31,2013-05-08
150,1989-04-14,1993-06-03,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22012,716,9999-12-31,2013-05-08
150,1989-04-14,1993-06-03,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,1989-04-14,1993-06-03,Enterprise Oil Norwegian AS,10.00000,NULL,9999-12-31,9999-12-31,22012,342,9999-12-31,2013-05-08
150,1988-07-08,1989-04-14,Texas Eastern Norwegian Inc.,10.00000,NULL,9999-12-31,9999-12-31,22012,837,9999-12-31,2013-05-08
150,1988-07-08,1989-04-14,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,22012,749,9999-12-31,2013-05-08
150,1988-07-08,1989-04-14,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22012,716,9999-12-31,2013-05-08
150,1988-07-08,1989-04-14,Fina Production Licenses AS,30.00000,NULL,1988-07-08,2000-12-20,22012,386,9999-12-31,2013-05-08
150 B,2011-07-04,9999-12-31,Marathon Oil Norge AS,65.00000,NULL,2011-07-04,9999-12-31,20108072,20485291,9999-12-31,2013-05-08
150 B,2011-07-04,9999-12-31,Lundin Norway AS,35.00000,NULL,9999-12-31,9999-12-31,20108072,2767314,9999-12-31,2013-05-08
150 B,2011-02-04,2011-07-04,Marathon Petroleum Norge AS,65.00000,NULL,2011-02-04,2011-07-03,20108072,463,9999-12-31,2013-05-08
150 B,2011-02-04,2011-07-04,Lundin Norway AS,35.00000,NULL,9999-12-31,9999-12-31,20108072,2767314,9999-12-31,2013-05-08
151,1988-07-08,1994-07-08,Den norske stats oljeselskap a.s,50.00000,30.00000,9999-12-31,9999-12-31,22020,749,9999-12-31,2013-05-08
151,1988-07-08,1994-07-08,Norsk Hydro Produksjon AS,12.00000,NULL,9999-12-31,9999-12-31,22020,430,9999-12-31,2013-05-08
151,1988-07-08,1994-07-08,Esso Exploration and Production Norway A/S,10.00000,NULL,9999-12-31,9999-12-31,22020,353,9999-12-31,2013-05-08
151,1988-07-08,1994-07-08,Elf Petroleum Norge AS,20.00000,NULL,1988-07-08,1994-07-08,22020,298,9999-12-31,2013-05-08
151,1988-07-08,1994-07-08,DNO Olje A/S,8.00000,NULL,9999-12-31,9999-12-31,22020,276,9999-12-31,2013-05-08
152,2009-11-02,9999-12-31,Statoil Petroleum AS,70.00000,NULL,2009-11-02,9999-12-31,22028,17237817,9999-12-31,2013-05-08
152,2009-11-02,9999-12-31,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2009-01-01,2009-11-02,StatoilHydro Petroleum AS,70.00000,NULL,2009-01-01,2009-11-01,22028,4511658,9999-12-31,2013-05-08
152,2009-01-01,2009-11-02,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2007-10-01,2009-01-01,StatoilHydro ASA,61.00000,NULL,2007-10-01,2008-12-31,22028,4511854,9999-12-31,2013-05-08
152,2007-10-01,2009-01-01,StatoilHydro Petroleum AS,9.00000,NULL,9999-12-31,9999-12-31,22028,4511658,9999-12-31,2013-05-08
152,2007-10-01,2009-01-01,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,9.00000,NULL,9999-12-31,9999-12-31,22028,4524355,9999-12-31,2013-05-08
152,2007-01-01,2007-10-01,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2007-01-01,2007-10-01,Statoil ASA (old),61.00000,NULL,2001-05-10,2007-10-01,22028,1622484,9999-12-31,2013-05-08
152,2005-01-01,2007-01-01,Norsk Hydro Produksjon AS,9.00000,NULL,9999-12-31,9999-12-31,22028,430,9999-12-31,2013-05-08
152,2005-01-01,2007-01-01,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2005-01-01,2007-01-01,Statoil ASA (old),61.00000,NULL,2001-05-10,2007-10-01,22028,1622484,9999-12-31,2013-05-08
152,2002-05-07,2005-01-01,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2002-05-07,2005-01-01,Statoil ASA (old),70.00000,NULL,2001-05-10,2007-10-01,22028,1622484,9999-12-31,2013-05-08
152,2001-06-17,2002-05-07,Petoro AS,30.00000,NULL,9999-12-31,9999-12-31,22028,1626839,9999-12-31,2013-05-08
152,2001-06-17,2002-05-07,Statoil ASA (old),58.89000,NULL,2001-05-10,2007-10-01,22028,1622484,9999-12-31,2013-05-08
152,2001-06-17,2002-05-07,Mobil Development Norway AS,11.11000,NULL,9999-12-31,9999-12-31,22028,474,9999-12-31,2013-05-08
152,2001-05-10,2001-06-17,SDØE,30.00000,NULL,9999-12-31,9999-12-31,22028,1623450,9999-12-31,2013-05-08
152,2001-05-10,2001-06-17,Statoil ASA (old),58.89000,NULL,2001-05-10,2007-10-01,22028,1622484,9999-12-31,2013-05-08
152,2001-05-10,2001-06-17,Mobil Development Norway AS,11.11000,NULL,9999-12-31,9999-12-31,22028,474,9999-12-31,2013-05-08
152,1999-12-31,2001-05-10,Mobil Development Norway AS,11.11000,NULL,9999-12-31,9999-12-31,22028,474,9999-12-31,2013-05-08
152,1999-12-31,2001-05-10,Den norske stats oljeselskap a.s,88.89000,30.00000,1988-07-08,2001-05-10,22028,749,9999-12-31,2013-05-08
152,1997-01-01,1999-12-31,Mobil Development Norway AS,10.00000,NULL,9999-12-31,9999-12-31,22028,474,9999-12-31,2013-05-08
152,1997-01-01,1999-12-31,Den norske stats oljeselskap a.s,80.00000,30.00000,1988-07-08,2001-05-10,22028,749,9999-12-31,2013-05-08
152,1997-01-01,1999-12-31,Idemitsu Oil Exploration (Norsk) a.s.,10.00000,NULL,9999-12-31,9999-12-31,22028,3084,9999-12-31,2013-05-08
152,1996-04-16,1997-01-01,Mobil Development Norway AS,10.00000,NULL,9999-12-31,9999-12-31,22028,474,9999-12-31,2013-05-08
152,1996-04-16,1997-01-01,Den norske stats oljeselskap a.s,50.00000,30.00000,1988-07-08,2001-05-10,22028,749,9999-12-31,2013-05-08
152,1996-04-16,1997-01-01,BP Petroleum Dev. of Norway AS,30.00000,NULL,9999-12-31,9999-12-31,22028,155,9999-12-31,2013-05-08
152,1996-04-16,1997-01-01,Idemitsu Oil Exploration (Norsk) a.s.,10.00000,NULL,9999-12-31,9999-12-31,22028,3084,9999-12-31,2013-05-08
152,1988-07-08,1996-04-16,Saga Petroleum ASA,10.00000,NULL,9999-12-31,9999-12-31,22028,716,9999-12-31,2013-05-08
152,1988-07-08,1996-04-16,Den norske stats oljeselskap a.s,50.00000,30.00000,1988-07-08,2001-05-10,22028,749,9999-12-31,2013-05-08
152,1988-07-08,1996-04-16,BP Petroleum Dev. of Norway AS,30.00000,NULL,9999-12-31,9999-12-31,22028,155,9999-12-31,2013-05-08
152,1988-07-08,1996-04-16,Idemitsu Oil Exploration (Norsk) a.s.,10.00000,NULL,9999-12-31,9999-12-31,22028,3084,9999-12-31,2013-05-08
153,2009-11-02,9999-12-31,Statoil Petroleum AS,20.00000,NULL,2009-11-02,2010-11-24,22036,17237817,9999-12-31,2013-05-08
