logFileName,wlbWellboreName,logFileId,wlbNpdidWellbore
HQLD_X_RAW_2C1__2170-1__34-10-36__DIFL-AC-GR-3__1.LAS,34/10-36,15299,1940
HQLD_X_RAW_2C1__2171-1__34-10-36__DIFL-AC-GR-3_R__1.LAS,34/10-36,15300,1940
HQLD_X_RAW_2C1__2172-1__34-10-36__DLL-MLL-GR-3__1.LAS,34/10-36,15301,1940
HQLD_X_RAW_2C1__2173-1__34-10-36__DLL-MLL-GR-3_R__1.LAS,34/10-36,15302,1940
HQLD_X_RAW_2C1__2174-1__34-10-36__ZDL-CNL-GR-3__1.LAS,34/10-36,15303,1940
HQLD_X_RAW_2C1__2175-1__34-10-36__ZDL-CNL-GR-3_R__1.LAS,34/10-36,15304,1940
HQLD_X_RAW_2C1__2176-1__34-10-36__MWD-RES-GR-1-3__1.LAS,34/10-36,15305,1940
HQLD_HYB_UN_2C1__261-1__10-7-1__COMPOSITE__1.LAS,10/7-1,13458,1972
HQLD_X_2C1__721-1__10-7-1__DLL-MLL-AC-GR__COMPOSITED__1.LAS,10/7-1,14056,1972
HQLD_X_2C1__722-1__10-7-1__ZDL-CNL-GR__COMPOSITED__1.LAS,10/7-1,14057,1972
HQLD_X_2C1__723-1__10-7-1__MWD-RES-GR__COMPOSITED__1.LAS,10/7-1,14058,1972
HQLD_X_RAW_2C1__2178-1__10-7-1__DLL-MLL-AC-GR-1__1.LAS,10/7-1,15306,1972
HQLD_X_RAW_2C1__2179-1__10-7-1__DLL-MLL-AC-GR-1_R1__1.LAS,10/7-1,15307,1972
HQLD_X_RAW_2C1__2180-1__10-7-1__DLL-MLL-AC-GR-1_R2__1.LAS,10/7-1,15309,1972
HQLD_X_RAW_2C1__2181-1__10-7-1__ZDL-CNL-GR-1__1.LAS,10/7-1,15310,1972
HQLD_X_RAW_2C1__2182-1__10-7-1__ZDL-CNL-GR-1_R1__1.LAS,10/7-1,15311,1972
HQLD_X_RAW_2C1__2183-1__10-7-1__ZDL-CNL-GR-1_R2__1.LAS,10/7-1,15312,1972
HQLD_X_RAW_2C1__2184-1__10-7-1__MWD-RES-GR-1__1.LAS,10/7-1,15313,1972
HQLD_HYB_UN_2C1__263-1__30-2-3__COMPOSITE__1.LAS,30/2-3,13459,1970
HQLD_X_2C1__725-1__30-2-3__DITD-SDT-SRT-SGT__COMPOSI__1.LAS,30/2-3,14059,1970
HQLD_X_2C1__726-1__30-2-3__DLT-SGT-AMS__COMPOSITED__1.LAS,30/2-3,14060,1970
HQLD_X_2C1__727-1__30-2-3__LDT-CNT-NGT-AMS__COMPOSIT__1.LAS,30/2-3,14061,1970
HQLD_X_2C1__728-1__30-2-3__MWD-RSN-NGR__COMPOSITED__1.LAS,30/2-3,14062,1970
HQLD_X_RAW_2C1__2186-1__30-2-3__DITD-SDT-SRT-SGT-1__1.LAS,30/2-3,15314,1970
HQLD_X_RAW_2C1__2187-1__30-2-3__DITD-SDT-SRT-SGT-1_R__1.LAS,30/2-3,15315,1970
HQLD_X_RAW_2C1__2188-1__30-2-3__DITD-SDT-SRT-SGT-2__1.LAS,30/2-3,15316,1970
HQLD_X_RAW_2C1__2189-1__30-2-3__DITD-SDT-SRT-SGT-2_R__1.LAS,30/2-3,15317,1970
HQLD_X_RAW_2C1__2190-1__30-2-3__DITD-SDT-SRT-SGT-3__1.LAS,30/2-3,15319,1970
HQLD_X_RAW_2C1__2191-1__30-2-3__DITD-SDT-SRT-SGT-3_D_1__1.LAS,30/2-3,15320,1970
HQLD_X_RAW_2C1__2192-1__30-2-3__DITD-SDT-SRT-SGT-3_D_2__1.LAS,30/2-3,15321,1970
HQLD_X_RAW_2C1__2193-1__30-2-3__DITD-SDT-SRT-SGT-3_D_2R__1.LAS,30/2-3,15322,1970
HQLD_X_RAW_2C1__2194-1__30-2-3__DITD-SDT-SRT-SGT-4__1.LAS,30/2-3,15323,1970
HQLD_X_RAW_2C1__2195-1__30-2-3__DITD-SDT-SRT-SGT-4_R__1.LAS,30/2-3,15324,1970
HQLD_X_RAW_2C1__2196-1__30-2-3__DLT-SGT-AMS-3__1.LAS,30/2-3,15325,1970
HQLD_X_RAW_2C1__2197-1__30-2-3__LDT-CNT-NGT-3__1.LAS,30/2-3,15326,1970
HQLD_X_RAW_2C1__2198-1__30-2-3__LDT-CNT-NGT-3_R__1.LAS,30/2-3,15327,1970
HQLD_X_RAW_2C1__2199-1__30-2-3__LDT-CNT-NGT-AMS-4_1__1.LAS,30/2-3,15328,1970
HQLD_X_RAW_2C1__2200-1__30-2-3__LDT-CNT-NGT-AMS-4_1_R__1.LAS,30/2-3,15331,1970
HQLD_X_RAW_2C1__2201-1__30-2-3__LDT-CNT-NGT-AMS-4_2__1.LAS,30/2-3,15332,1970
HQLD_X_RAW_2C1__2202-1__30-2-3__LDT-CNT-SGT-2__1.LAS,30/2-3,15333,1970
HQLD_X_RAW_2C1__2203-1__30-2-3__LDT-CNT-SGT-2_R__1.LAS,30/2-3,15334,1970
HQLD_X_RAW_2C1__2204-1__30-2-3__MWD-NGR-1_2__1.LAS,30/2-3,15335,1970
HQLD_X_RAW_2C1__2205-1__30-2-3__MWD-RSN-NGR-1_1__1.LAS,30/2-3,15336,1970
HQLD_X_RAW_2C1__2206-1__30-2-3__MWD-RSN-NGR-1A__1.LAS,30/2-3,15337,1970
HQLD_X_RAW_2C1__2207-1__30-2-3__MWD-RSN-NGR-2__1.LAS,30/2-3,15338,1970
HQLD_X_RAW_2C1__2208-1__30-2-3__MWD-RSN-NGR-3__1.LAS,30/2-3,15339,1970
HQLD_HYB_UN_2C1__265-1__6506-11-3__COMPOSITE__1.LAS,6506/11-3,13460,1973
HQLD_X_2C1__730-1__6506-11-3__DIFL-LSAC-GR__COMPOSITED__1.LAS,6506/11-3,14064,1973
HQLD_X_2C1__731-1__6506-11-3__DAC-STC__COMPOSITED__1.LAS,6506/11-3,14065,1973
HQLD_X_2C1__732-1__6506-11-3__DLL-MLL-GR__COMPOSITED__1.LAS,6506/11-3,14066,1973
HQLD_X_2C1__733-1__6506-11-3__ZDL-CNL-SL__COMPOSITED__1.LAS,6506/11-3,14067,1973
HQLD_X_2C1__734-1__6506-11-3__4CAL-GR__COMPOSITED__1.LAS,6506/11-3,14068,1973
HQLD_X_2C1__735-1__6506-11-3__LWD-CDN-NGS__COMPOSITED__1.LAS,6506/11-3,14069,1973
HQLD_X_2C1__736-1__6506-11-3__LWD-CDR-NGS__COMPOSITED__1.LAS,6506/11-3,14070,1973
HQLD_X_2C1__737-1__6506-11-3__LWD-NGT__COMPOSITED__1.LAS,6506/11-3,14071,1973
HQLD_X_2C1__738-1__6506-11-3__MWD-RSN-NGS__COMPOSITED__1.LAS,6506/11-3,14072,1973
HQLD_X_2C1__739-1__6506-11-3__MWD-CDR-NGS__COMPOSITED__1.LAS,6506/11-3,14073,1973
HQLD_X_RAW_2C1__2134-1__6506-11-3__DIFL-LSAC-GR-1__1.LAS,6506/11-3,15260,1973
HQLD_X_RAW_2C1__2135-1__6506-11-3__DIFL-LSAC-GR-1_R__1.LAS,6506/11-3,15261,1973
HQLD_X_RAW_2C1__2136-1__6506-11-3__DIFL-DAC-GR-2__1.LAS,6506/11-3,15262,1973
HQLD_X_RAW_2C1__2137-1__6506-11-3__DIFL-LSAC-GR-3__1.LAS,6506/11-3,15263,1973
HQLD_X_RAW_2C1__2138-1__6506-11-3__DIFL-LSAC-GR-3_R__1.LAS,6506/11-3,15264,1973
HQLD_X_RAW_2C1__2139-1__6506-11-3__DIFL-LSAC-GR-4__1.LAS,6506/11-3,15265,1973
HQLD_X_RAW_2C1__2140-1__6506-11-3__DIFL-LSAC-GR-4_R__1.LAS,6506/11-3,15267,1973
HQLD_X_RAW_2C1__2141-1__6506-11-3__DIFL-LSAC-GR-4A__1.LAS,6506/11-3,15268,1973
HQLD_X_RAW_2C1__2142-1__6506-11-3__DIFL-LSAC-GR-4A_R__1.LAS,6506/11-3,15269,1973
HQLD_X_RAW_2C1__2143-1__6506-11-3__DAC-STC-2_1__1.LAS,6506/11-3,15270,1973
HQLD_X_RAW_2C1__2144-1__6506-11-3__DAC-STC-2_2__1.LAS,6506/11-3,15271,1973
HQLD_X_RAW_2C1__2145-1__6506-11-3__DLL-MLL-GR-3__1.LAS,6506/11-3,15272,1973
HQLD_X_RAW_2C1__2146-1__6506-11-3__DLL-MLL-GR-3_R__1.LAS,6506/11-3,15273,1973
HQLD_X_RAW_2C1__2147-1__6506-11-3__ZDL-GR-1__1.LAS,6506/11-3,15274,1973
HQLD_X_RAW_2C1__2148-1__6506-11-3__ZDL-GR-1_R__1.LAS,6506/11-3,15275,1973
HQLD_X_RAW_2C1__2149-1__6506-11-3__ZDL-CNL-GR-3__1.LAS,6506/11-3,15276,1973
HQLD_X_RAW_2C1__2150-1__6506-11-3__ZDL-CNL-GR-3_R__1.LAS,6506/11-3,15278,1973
HQLD_X_RAW_2C1__2151-1__6506-11-3__ZDL-CNL-SL-3A__1.LAS,6506/11-3,15279,1973
HQLD_X_RAW_2C1__2152-1__6506-11-3__ZDL-CNL-SL-4__1.LAS,6506/11-3,15280,1973
HQLD_X_RAW_2C1__2153-1__6506-11-3__ZDL-CNL-SL-4_R1__1.LAS,6506/11-3,15281,1973
HQLD_X_RAW_2C1__2154-1__6506-11-3__ZDL-CNL-SL-4_R2__1.LAS,6506/11-3,15282,1973
HQLD_X_RAW_2C1__2155-1__6506-11-3__4CAL-GR-1__1.LAS,6506/11-3,15283,1973
HQLD_X_RAW_2C1__2156-1__6506-11-3__4CAL-GR-2__1.LAS,6506/11-3,15284,1973
HQLD_X_RAW_2C1__2157-1__6506-11-3__4CAL-GR-2_R__1.LAS,6506/11-3,15285,1973
HQLD_X_RAW_2C1__2158-1__6506-11-3__4CAL-GR-DIPLOG-3__1.LAS,6506/11-3,15286,1973
HQLD_X_RAW_2C1__2159-1__6506-11-3__4CAL-GR-4__1.LAS,6506/11-3,15287,1973
HQLD_X_RAW_2C1__2160-1__6506-11-3__LWD-CDN-NGS-2__1.LAS,6506/11-3,15289,1973
HQLD_X_RAW_2C1__2161-1__6506-11-3__LWD-CDR-NGS-2-4__1.LAS,6506/11-3,15290,1973
HQLD_X_RAW_2C1__2162-1__6506-11-3__LWD-NGT-2-4__1.LAS,6506/11-3,15291,1973
HQLD_X_RAW_2C1__2163-1__6506-11-3__MWD-RSN-NGS-1-2__1.LAS,6506/11-3,15292,1973
HQLD_X_RAW_2C1__2164-1__6506-11-3__MWD-CDR-NGS-3-4__1.LAS,6506/11-3,15293,1973
HQLD_HYB_UN_2C1__267-1__31-2-18__COMPOSITE__1.LAS,31/2-18,13461,1988
HQLD_X_2C1__741-1__31-2-18__AIT-NGT__COMPOSITED__1.LAS,31/2-18,14074,1988
HQLD_X_2C1__742-1__31-2-18__SDT-SGT-AMS__COMPOSITED__1.LAS,31/2-18,14075,1988
HQLD_X_2C1__743-1__31-2-18__DSST-SGT_U-DIP_COMPOSIT__1.LAS,31/2-18,14076,1988
HQLD_X_2C1__744-1__31-2-18__DSST-SGT[P-S^__COMPOSITED__1.LAS,31/2-18,14077,1988
HQLD_X_2C1__745-1__31-2-18__LDT-CNT-NGT-AMS__COMPOSIT__1.LAS,31/2-18,14078,1988
HQLD_X_2C1__746-1__31-2-18__DLT-SRT-DSST-SGT-AMS__COM__1.LAS,31/2-18,14079,1988
HQLD_X_2C1__747-1__31-2-18__MWD-RSN-NGR__COMPOSITED__1.LAS,31/2-18,14080,1988
HQLD_X_RAW_2C1__2103-1__31-2-18__AIT-NGT-3__1.LAS,31/2-18,15228,1988
HQLD_X_RAW_2C1__2104-1__31-2-18__SDT-SGT-AMS-1__1.LAS,31/2-18,15229,1988
HQLD_X_RAW_2C1__2105-1__31-2-18__SDT-SGT-AMS-1_R__1.LAS,31/2-18,15230,1988
HQLD_X_RAW_2C1__2106-1__31-2-18__SDT-SGT-AMS-2__1.LAS,31/2-18,15231,1988
HQLD_X_RAW_2C1__2107-1__31-2-18__SDT-SGT-AMS-2_R__1.LAS,31/2-18,15232,1988
HQLD_X_RAW_2C1__2108-1__31-2-18__DSST-SGT_U-DIP-3__1.LAS,31/2-18,15233,1988
HQLD_X_RAW_2C1__2109-1__31-2-18__DSST-SGT_U-DIP-3_R__1.LAS,31/2-18,15234,1988
HQLD_X_RAW_2C1__2110-1__31-2-18__DSST-SGT[P-S^-3__1.LAS,31/2-18,15236,1988
HQLD_X_RAW_2C1__2111-1__31-2-18__DSST-SGT[P-S^-3_R__1.LAS,31/2-18,15237,1988
HQLD_X_RAW_2C1__2112-1__31-2-18__LDT-SGT-AMS-1__1.LAS,31/2-18,15238,1988
HQLD_X_RAW_2C1__2113-1__31-2-18__LDT-SGT-AMS-1_R__1.LAS,31/2-18,15239,1988
HQLD_X_RAW_2C1__2114-1__31-2-18__LDT-SGT-AMS-2__1.LAS,31/2-18,15240,1988
HQLD_X_RAW_2C1__2115-1__31-2-18__LDT-SGT-AMS-2_R__1.LAS,31/2-18,15241,1988
HQLD_X_RAW_2C1__2116-1__31-2-18__LDT-CNT-NGT-AMS-3__1.LAS,31/2-18,15242,1988
HQLD_X_RAW_2C1__2117-1__31-2-18__LDT-CNT-NGT-AMS-3_R__1.LAS,31/2-18,15243,1988
HQLD_X_RAW_2C1__2118-1__31-2-18__DLT-SRT-DSST-SGT-AMS-3__1.LAS,31/2-18,15244,1988
HQLD_X_RAW_2C1__2119-1__31-2-18__DLT-SRT-DSST-SGT-AMS-3_R__1.LAS,31/2-18,15245,1988
HQLD_X_RAW_2C1__2120-1__31-2-18__MWD-RSN-NGR-1-3__1.LAS,31/2-18,15247,1988
HQLD_HYB_UN_2C1__269-1__31-2-18_A__COMPOSITE__1.LAS,31/2-18 A,13462,2038
HQLD_X_2C1__749-1__31-2-18_A__AIT-NGT__COMPOSITED__1.LAS,31/2-18 A,14081,2038
HQLD_X_2C1__750-1__31-2-18_A__SDT-SGT-AMS__COMPOSITED__1.LAS,31/2-18 A,14083,2038
HQLD_X_2C1__751-1__31-2-18_A__DLT-DSST-SRT-SGT-AMS__COM__1.LAS,31/2-18 A,14084,2038
HQLD_X_2C1__752-1__31-2-18_A__LDT-CNT-AIT-NGT-AMS__COMP__1.LAS,31/2-18 A,14085,2038
HQLD_X_2C1__753-1__31-2-18_A__MWD-RSN-NGS__COMPOSITED__1.LAS,31/2-18 A,14086,2038
HQLD_X_RAW_2C1__2096-1__31-2-18_A__AIT-NGT-1__1.LAS,31/2-18 A,15220,2038
HQLD_X_RAW_2C1__2097-1__31-2-18_A__DLT-DSST-SRT-SGT-AMS-1__1.LAS,31/2-18 A,15221,2038
HQLD_X_RAW_2C1__2098-1__31-2-18_A__DLT-DSST-SRT-SGT-AMS-1_R__1.LAS,31/2-18 A,15222,2038
HQLD_X_RAW_2C1__2099-1__31-2-18_A__LDT-CNT-AIT-NGT-AMS-1__1.LAS,31/2-18 A,15223,2038
HQLD_X_RAW_2C1__2100-1__31-2-18_A__LDT-CNT-AIT-NGT-AMS-1_R__1.LAS,31/2-18 A,15226,2038
HQLD_X_RAW_2C1__2101-1__31-2-18_A__MWD-RSN-NGS-1__1.LAS,31/2-18 A,15227,2038
HQLD_HYB_UN_2C1__27-1__2-7-22__COMPOSITE__1.LAS,2/7-22,13463,1495
HQLD_X_2C1__61-1__2-7-22__DITD-SLT-SGT__COMPOSITED__1.LAS,2/7-22,13958,1495
HQLD_X_2C1__62-1__2-7-22__LDT-CNT-NGT__COMPOSITED__1.LAS,2/7-22,13967,1495
HQLD_X_RAW_2C1__166-1__2-7-22__DITD-SLT-SGT-1__1.LAS,2/7-22,14799,1495
HQLD_X_RAW_2C1__167-1__2-7-22__DITD-SLT-SGT-2__1.LAS,2/7-22,14810,1495
HQLD_X_RAW_2C1__168-1__2-7-22__DITD-SLT-SGT-2_R__1.LAS,2/7-22,14820,1495
HQLD_X_RAW_2C1__169-1__2-7-22__DITD-SLT-SGT-3__1.LAS,2/7-22,14830,1495
HQLD_X_RAW_2C1__170-1__2-7-22__DITD-SLT-SGT-3_R__1.LAS,2/7-22,14842,1495
HQLD_X_RAW_2C1__171-1__2-7-22__DITD-SLT-SGT-4__1.LAS,2/7-22,14852,1495
HQLD_X_RAW_2C1__172-1__2-7-22__DITD-SLT-SGT-4_R__1.LAS,2/7-22,14862,1495
HQLD_X_RAW_2C1__173-1__2-7-22__DITD-SLT-SGT-5__1.LAS,2/7-22,14873,1495
HQLD_X_RAW_2C1__174-1__2-7-22__DITD-SLT-SGT-5_R__1.LAS,2/7-22,14878,1495
HQLD_X_RAW_2C1__175-1__2-7-22__LDT-CNT-SGT-2__1.LAS,2/7-22,14879,1495
HQLD_X_RAW_2C1__176-1__2-7-22__LDT-CNT-SGT-2_R__1.LAS,2/7-22,14884,1495
HQLD_X_RAW_2C1__177-1__2-7-22__LDT-CNT-SGT-3__1.LAS,2/7-22,14895,1495
HQLD_X_RAW_2C1__178-1__2-7-22__LDT-CNT-SGT-3_R__1.LAS,2/7-22,14905,1495
HQLD_X_RAW_2C1__179-1__2-7-22__LDT-CNT-NGT-4__1.LAS,2/7-22,14916,1495
HQLD_X_RAW_2C1__180-1__2-7-22__LDT-CNT-NGT-4_R__1.LAS,2/7-22,14927,1495
HQLD_X_RAW_2C1__181-1__2-7-22__LDT-CNT-NGT-4A__1.LAS,2/7-22,14938,1495
HQLD_X_RAW_2C1__182-1__2-7-22__LDT-CNT-NGT-5__1.LAS,2/7-22,14942,1495
HQLD_X_RAW_2C1__183-1__2-7-22__LDT-CNT-NGT-5_R__1.LAS,2/7-22,14943,1495
HQLD_HYB_UN_2C1__271-1__31-5-5__COMPOSITE__1.LAS,31/5-5,13464,2059
HQLD_X_2C1__755-1__31-5-5__ZDL-CNL-MAC-GR__COMPOSITE__1.LAS,31/5-5,14087,2059
HQLD_X_2C1__756-1__31-5-5__DLL-MLL-GR__COMPOSITED__1.LAS,31/5-5,14088,2059
HQLD_X_2C1__757-1__31-5-5__SL__COMPOSITED__1.LAS,31/5-5,14089,2059
HQLD_X_2C1__758-1__31-5-5__MWD-RES-GR__COMPOSITED__1.LAS,31/5-5,14090,2059
HQLD_X_2C1__759-1__31-5-5__RWD-RES-GR__COMPOSITED__1.LAS,31/5-5,14091,2059
HQLD_X_RAW_2C1__2076-1__31-5-5__SDL-AC-GR-1_1__1.LAS,31/5-5,15199,2059
HQLD_X_RAW_2C1__2077-1__31-5-5__SDL-AC-GR-1_2__1.LAS,31/5-5,15200,2059
HQLD_X_RAW_2C1__2078-1__31-5-5__SDL-AC-GR-1_2_R__1.LAS,31/5-5,15201,2059
HQLD_X_RAW_2C1__2079-1__31-5-5__SDL-AC-GR-2_1__1.LAS,31/5-5,15202,2059
HQLD_X_RAW_2C1__2080-1__31-5-5__SDL-AC-GR-2_1_R__1.LAS,31/5-5,15204,2059
HQLD_X_RAW_2C1__2081-1__31-5-5__SDL-AC-GR-2_2__1.LAS,31/5-5,15205,2059
HQLD_X_RAW_2C1__2082-1__31-5-5__SDL-AC-GR-2_2_R__1.LAS,31/5-5,15206,2059
HQLD_X_RAW_2C1__2083-1__31-5-5__ZDL-CNL-MAC-GR-3__1.LAS,31/5-5,15207,2059
HQLD_X_RAW_2C1__2084-1__31-5-5__ZDL-CNL-MAC-GR-3_R1__1.LAS,31/5-5,15208,2059
HQLD_X_RAW_2C1__2085-1__31-5-5__ZDL-CNL-MAC-GR-3_R2__1.LAS,31/5-5,15209,2059
HQLD_X_RAW_2C1__2086-1__31-5-5__DLL-MLL-GR-3__1.LAS,31/5-5,15210,2059
HQLD_X_RAW_2C1__2087-1__31-5-5__DLL-MLL-GR-3_R__1.LAS,31/5-5,15211,2059
HQLD_X_RAW_2C1__2088-1__31-5-5__SL-3__1.LAS,31/5-5,15212,2059
HQLD_X_RAW_2C1__2089-1__31-5-5__SL-3_R__1.LAS,31/5-5,15213,2059
HQLD_X_RAW_2C1__2090-1__31-5-5__MWD-RES-GR-1_1__1.LAS,31/5-5,15215,2059
HQLD_X_RAW_2C1__2091-1__31-5-5__MWD-RES-GR-1_2__1.LAS,31/5-5,15216,2059
HQLD_X_RAW_2C1__2092-1__31-5-5__MWD-RES-GR-2__1.LAS,31/5-5,15217,2059
HQLD_X_RAW_2C1__2093-1__31-5-5__MWD-RES-GR-3__1.LAS,31/5-5,15218,2059
HQLD_X_RAW_2C1__2094-1__31-5-5__RWD-RES-GR-3__1.LAS,31/5-5,15219,2059
HQLD_HYB_UN_2C1__273-1__7122-2-1__COMPOSITE__1.LAS,7122/2-1,13465,2018
HQLD_X_2C1__761-1__7122-2-1__DITD-SDT-NGT-AMS__COMPOSI__1.LAS,7122/2-1,14093,2018
HQLD_X_2C1__762-1__7122-2-1__DSTE-SDT-STC-NGT-AMS__COM__1.LAS,7122/2-1,14094,2018
HQLD_X_2C1__763-1__7122-2-1__LDT-CNT-NGT-AMS__COMPOSIT__1.LAS,7122/2-1,14095,2018
HQLD_X_2C1__764-1__7122-2-1__MWD-RSN-NGS__COMPOSITED__1.LAS,7122/2-1,14096,2018
HQLD_X_RAW_2C1__2122-1__7122-2-1__DITD-SDT-NGT-AMS-1__1.LAS,7122/2-1,15248,2018
HQLD_X_RAW_2C1__2123-1__7122-2-1__DITD-SDT-NGT-AMS-1_R1__1.LAS,7122/2-1,15249,2018
HQLD_X_RAW_2C1__2124-1__7122-2-1__DITD-SDT-NGT-AMS-1_R2__1.LAS,7122/2-1,15250,2018
HQLD_X_RAW_2C1__2125-1__7122-2-1__DSTE-SDT-STC-NGT-AMS-2__1.LAS,7122/2-1,15251,2018
HQLD_X_RAW_2C1__2126-1__7122-2-1__DSTE-SDT-STC-NGT-AMS-2_R__1.LAS,7122/2-1,15252,2018
HQLD_X_RAW_2C1__2127-1__7122-2-1__LDT-CNT-NGT-AMS-1__1.LAS,7122/2-1,15253,2018
HQLD_X_RAW_2C1__2128-1__7122-2-1__LDT-CNT-NGT-AMS-1_R1__1.LAS,7122/2-1,15254,2018
HQLD_X_RAW_2C1__2129-1__7122-2-1__LDT-CNT-NGT-AMS-1_R2__1.LAS,7122/2-1,15255,2018
HQLD_X_RAW_2C1__2130-1__7122-2-1__LDT-CNT-NGT-AMS-2__1.LAS,7122/2-1,15257,2018
HQLD_X_RAW_2C1__2131-1__7122-2-1__LDT-CNT-NGT-AMS-2_R__1.LAS,7122/2-1,15258,2018
HQLD_X_RAW_2C1__2132-1__7122-2-1__MWD-RSN-NGS-1-2__1.LAS,7122/2-1,15259,2018
HQLD_HYB_UN_2C1__275-1__34-7-22__COMPOSITE__1.LAS,34/7-22,13466,2167
HQLD_X_2C1__766-1__34-7-22__DIFL-AC-GR__COMPOSITED__1.LAS,34/7-22,14097,2167
HQLD_X_2C1__767-1__34-7-22__DPIL-MAC-SL__COMPOSITED__1.LAS,34/7-22,14098,2167
HQLD_X_2C1__768-1__34-7-22__MAC-GR__COMPOSITED__1.LAS,34/7-22,14099,2167
HQLD_X_2C1__769-1__34-7-22__DLL-MLL-GR__COMPOSITED__1.LAS,34/7-22,14100,2167
HQLD_X_2C1__770-1__34-7-22__ZDL-CNL-SL__COMPOSITED__1.LAS,34/7-22,14102,2167
HQLD_X_2C1__771-1__34-7-22__MWD-DPR-NGR__COMPOSITED__1.LAS,34/7-22,14103,2167
HQLD_X_RAW_2C1__2047-1__34-7-22__DIFL-AC-GR-1__1.LAS,34/7-22,15169,2167
HQLD_X_RAW_2C1__2048-1__34-7-22__DIFL-AC-GR-1_R__1.LAS,34/7-22,15170,2167
HQLD_X_RAW_2C1__2049-1__34-7-22__DPIL-MAC-SL-2__1.LAS,34/7-22,15171,2167
HQLD_X_RAW_2C1__2050-1__34-7-22__DPIL-MAC-SL-2_R__1.LAS,34/7-22,15173,2167
HQLD_X_RAW_2C1__2051-1__34-7-22__MAC-GR-2__1.LAS,34/7-22,15174,2167
HQLD_X_RAW_2C1__2052-1__34-7-22__DLL-MLL-GR-2__1.LAS,34/7-22,15175,2167
HQLD_X_RAW_2C1__2053-1__34-7-22__DLL-MLL-GR-2_R__1.LAS,34/7-22,15176,2167
HQLD_X_RAW_2C1__2054-1__34-7-22__ZDL-GR-1__1.LAS,34/7-22,15177,2167
HQLD_X_RAW_2C1__2055-1__34-7-22__ZDL-GR-1_R__1.LAS,34/7-22,15178,2167
HQLD_X_RAW_2C1__2056-1__34-7-22__ZDL-CNL-SL-2__1.LAS,34/7-22,15179,2167
HQLD_X_RAW_2C1__2057-1__34-7-22__ZDL-CNL-SL-2_R__1.LAS,34/7-22,15180,2167
HQLD_X_RAW_2C1__2058-1__34-7-22__MWD-DPR-NGR-1_1__1.LAS,34/7-22,15181,2167
HQLD_X_RAW_2C1__2059-1__34-7-22__MWD-DPR-NGR-1_2__1.LAS,34/7-22,15182,2167
HQLD_X_RAW_2C1__2060-1__34-7-22__MWD-DPR-NGR-1_3__1.LAS,34/7-22,15184,2167
HQLD_X_RAW_2C1__2061-1__34-7-22__MWD-DPR-NGR-2__1.LAS,34/7-22,15185,2167
HQLD_HYB_UN_2C1__277-1__30-3-5_S__COMPOSITE__1.LAS,30/3-5 S,13467,1950
HQLD_X_2C1__773-1__30-3-5_S__DITE-SDT-SGT__COMPOSITED__1.LAS,30/3-5 S,14104,1950
HQLD_X_2C1__774-1__30-3-5_S__LDT-CNT-SGT__COMPOSITED__1.LAS,30/3-5 S,14105,1950
HQLD_X_2C1__775-1__30-3-5_S__CBL-VDL-GR__COMPOSITED__1.LAS,30/3-5 S,14106,1950
HQLD_X_2C1__776-1__30-3-5_S__RWD-RES-GR__COMPOSITED__1.LAS,30/3-5 S,14107,1950
HQLD_X_2C1__777-1__30-3-5_S__MWD-GR__COMPOSITED__1.LAS,30/3-5 S,14108,1950
HQLD_X_RAW_2C1__2063-1__30-3-5_S__DITE-SDT-SGT-1__1.LAS,30/3-5 S,15186,1950
HQLD_X_RAW_2C1__2064-1__30-3-5_S__DITE-SDT-SGT-1_R__1.LAS,30/3-5 S,15187,1950
HQLD_X_RAW_2C1__2065-1__30-3-5_S__DITE-SDT-SGT-1A__1.LAS,30/3-5 S,15188,1950
HQLD_X_RAW_2C1__2066-1__30-3-5_S__LDT-CNT-SGT-1__1.LAS,30/3-5 S,15189,1950
HQLD_X_RAW_2C1__2067-1__30-3-5_S__LDT-CNT-SGT-1_R__1.LAS,30/3-5 S,15190,1950
HQLD_X_RAW_2C1__2068-1__30-3-5_S__CBL-VDL-GR-1__1.LAS,30/3-5 S,15191,1950
HQLD_X_RAW_2C1__2069-1__30-3-5_S__CBL-VDL-GR-1_R1__1.LAS,30/3-5 S,15192,1950
HQLD_X_RAW_2C1__2070-1__30-3-5_S__CBL-VDL-GR-1_R2__1.LAS,30/3-5 S,15194,1950
HQLD_X_RAW_2C1__2071-1__30-3-5_S__RWD-RES-GR-1__1.LAS,30/3-5 S,15195,1950
HQLD_X_RAW_2C1__2072-1__30-3-5_S__MWD-GR-1_1__1.LAS,30/3-5 S,15196,1950
HQLD_X_RAW_2C1__2073-1__30-3-5_S__MWD-GR-1_2__1.LAS,30/3-5 S,15197,1950
HQLD_X_RAW_2C1__2074-1__30-3-5_S__MWD-GR-1_3__1.LAS,30/3-5 S,15198,1950
HQLD_HYB_UN_2C1__29-1__2-7-23_S__COMPOSITE__1.LAS,2/7-23 S,13468,1547
HQLD_X_2C1__64-1__2-7-23_S__DITD-SDT-SRT-SGT-AMS__COM__1.LAS,2/7-23 S,13980,1547
HQLD_X_2C1__65-1__2-7-23_S__DITE-SDT-SGT-AMS__COMPOSI__1.LAS,2/7-23 S,13989,1547
HQLD_X_2C1__66-1__2-7-23_S__DSST-SGT-AMS__COMPOSITED__1.LAS,2/7-23 S,13999,1547
