seaName,seaPlanFromDate,seaNpdidSurvey,seaStatus,seaGeographicalArea,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaPlanToDate,seaDateStarting,seaDateFinalized,seaCdpTotalKm,seaBoatTotalKm,sea3DKm2,seaSampling,seaShallowDrilling,seaGeotechnical,dateSyncNPD
St09326,2009-11-29,7138,Avlyst,Nordsjøen,Havbunnseismisk undersøkelse,2D,Statoil ASA,2010-01-29,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09327,2009-11-29,7142,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2010-01-29,2009-12-10,2009-12-14,325,325,NULL,NULL,NULL,NULL,2013-05-08
ST09328,2009-11-29,7143,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2010-01-29,2010-01-07,2010-01-15,219,219,NULL,NULL,NULL,NULL,2013-05-08
LN0958,2009-11-28,7179,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,Lundin Norway AS,2010-01-30,2009-12-19,2010-01-04,287,288,NULL,NULL,NULL,NULL,2013-05-08
ST09315,2009-11-18,7176,Avlyst,Nordsjøen,Havbunnseismisk undersøkelse,2D,Statoil ASA,2010-01-14,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
WIN0906,2009-11-15,7170,Avlyst,Nordsjøen,Havbunnseismisk undersøkelse,2D,Wintershall Norge ASA,2010-01-31,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
WIN0907,2009-11-15,7171,Avlyst,Nordsjøen,Havbunnseismisk undersøkelse,2D,Wintershall Norge ASA,2010-01-31,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
LN0960,2009-11-14,7181,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,NULL,Lundin Norway AS,2009-11-28,2009-11-14,2009-11-27,100,100,NULL,NULL,NULL,NULL,2013-05-08
EMGS0907,2009-11-06,7172,Avlyst,Nordsjøen,Elektromagnetisk undersøkelse,NULL,Electromagnetic Geoservices ASA,2009-11-27,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO-AlveNorth09,2009-11-02,7164,Avlyst,Norskehavet,Borestedundersøkelse / sitesurvey,3D,Total E&P Norge AS,2009-11-16,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09324,2009-10-29,7137,Avlyst,Nordsjøen,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-11-29,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NSR09 VGadd,2009-10-26,7160,Avlyst,Nordsjøen,Ordinær seismisk undersøkelse,2D,TGS Nopec Geophysical Company  ASA,2009-12-31,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EN0902,2009-10-20,7144,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,NULL,Eni Norge AS,2009-12-13,2009-10-21,2009-11-11,NULL,100,NULL,NULL,NULL,NULL,2013-05-08
TO-David09,2009-10-19,7163,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,3D,Total E&P Norge AS,2009-12-16,2009-10-27,2009-12-12,122,24,NULL,NULL,NULL,NULL,2013-05-08
WG09Test,2009-10-16,7161,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,3D,WesternGeco AS,2009-10-23,2009-10-16,2009-10-18,200,50,NULL,NULL,NULL,NULL,2013-05-08
Dong0902,2009-10-12,7162,Ferdig,Nordsjøen,Traseundersøkelser,NULL,DONG E&P Norge AS,2009-11-15,2009-10-30,2009-11-10,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
AX0902,2009-10-10,7147,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Aker Exploration AS,2009-11-30,2009-11-08,2009-11-10,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
GDF0901,2009-10-10,7127,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,GDF SUEZ E&P Norge AS,2009-12-01,2009-11-01,2009-11-06,80,80,NULL,NULL,NULL,NULL,2013-05-08
NX904,2009-10-08,7135,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Nexen Exploration Norge AS,2009-11-30,2009-10-18,2009-10-28,180,180,NULL,NULL,NULL,NULL,2013-05-08
ST09330,2009-10-08,7149,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,StatoilHydro ASA,2009-11-24,2009-11-05,2009-11-07,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09329,2009-10-04,7148,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-11-09,2009-10-22,2009-10-27,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
CP0902,2009-10-03,7131,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,ConocoPhillips Norge,2009-10-20,2009-10-05,2009-10-09,200,200,NULL,NULL,NULL,NULL,2013-05-08
AX0901,2009-10-01,7145,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Aker Exploration AS,2009-11-30,2009-10-13,2009-10-27,441,441,NULL,NULL,NULL,NULL,2013-05-08
DN0912,2009-09-22,7139,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-11-15,2009-10-19,2009-11-01,200,270,NULL,NULL,NULL,NULL,2013-05-08
ST09566,2009-09-21,7146,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,NULL,StatoilHydro ASA,2009-10-05,2009-09-25,2009-10-25,100,110,NULL,NULL,NULL,NULL,2013-05-08
CVX0902,2009-09-17,7133,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,NULL,Chevron Norge AS,2009-10-15,2009-10-01,2009-10-04,318,438,NULL,NULL,NULL,NULL,2013-05-08
TO-EM0901,2009-09-10,7097,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,NULL,Total E&P Norge AS,2009-10-10,2009-09-13,2009-09-25,106,300,NULL,NULL,NULL,NULL,2013-05-08
CE0902,2009-09-04,7122,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,Centrica Energi,2009-11-20,2009-09-04,2009-10-25,325,475,NULL,NULL,NULL,NULL,2013-05-08
DN0910,2009-08-28,7109,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Det norske oljeselskap ASA (old),2009-10-09,2009-09-24,2009-09-25,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09455,2009-08-28,7119,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-10-30,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09456,2009-08-28,7120,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-10-09,2009-09-28,2009-10-10,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09457,2009-08-28,7123,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-10-31,2009-10-11,2009-10-14,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
BG0905,2009-08-26,7132,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,BG Norge Limited,2009-10-31,2009-10-09,2009-10-15,78,78,NULL,NULL,NULL,NULL,2013-05-08
SH0905EM,2009-08-25,7140,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,NULL,A/S Norske Shell,2009-09-10,2009-08-26,2009-09-06,14,14,NULL,NULL,NULL,NULL,2013-05-08
CGGV0903,2009-08-22,7037,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG Veritas Services (UK) Limited,2009-10-14,2009-08-27,2009-09-11,7237,724,NULL,NULL,NULL,NULL,2013-05-08
ST09323,2009-08-20,7134,Ferdig,Barentshavet - Sør,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-11-10,2009-09-12,2009-10-27,357,357,NULL,NULL,NULL,NULL,2013-05-08
FMCS0907,2009-08-15,7110,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Fugro Multi Client Services AS,2009-10-01,2009-08-24,2009-09-04,10306,644,NULL,NULL,NULL,NULL,2013-05-08
RS0901,2009-08-15,7115,Avlyst,Nordsjøen,Ordinær seismisk undersøkelse,3D,Rocksource ASA,2009-10-15,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
CE0901,2009-08-14,7121,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,Centrica Energi,2009-11-13,2009-08-20,2009-10-25,293,600,NULL,NULL,NULL,NULL,2013-05-08
EM0209,2009-08-14,7114,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,ExxonMobil Exploration & Production Norway AS,2009-09-21,2009-08-14,2009-09-20,1030,1030,NULL,NULL,NULL,NULL,2013-05-08
ST09005,2009-08-14,7126,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,4D,StatoilHydro Petroleum AS,2009-09-12,2009-08-16,2009-09-09,8879,575,NULL,NULL,NULL,NULL,2013-05-08
CVX0901,2009-08-13,7106,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Chevron Norge AS,2009-09-30,2009-08-16,2009-09-06,1124,1124,NULL,NULL,NULL,NULL,2013-05-08
DN0906,2009-08-11,7083,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-09-20,2009-09-06,2009-09-11,160,160,NULL,NULL,NULL,NULL,2013-05-08
DN0907,2009-08-11,7084,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-09-10,2009-08-19,2009-09-03,84,84,NULL,NULL,NULL,NULL,2013-05-08
DP0910,2009-08-10,7116,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Discover Petroleum AS,2009-09-30,2009-08-15,2009-09-19,14280,1190,NULL,NULL,NULL,NULL,2013-05-08
MC2D-CR2009,2009-08-10,7130,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,PGS Geophysical AS,2009-10-31,2009-08-13,2009-09-18,3639,3639,NULL,NULL,NULL,NULL,2013-05-08
PGS0906,2009-08-10,7113,Avlyst,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,PGS Geophysical AS,2009-10-10,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
CGGV0904,2009-08-01,7118,Avlyst,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG Veritas Services (UK) Limited,2009-09-30,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EMGS 0906,2009-08-01,7117,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,NULL,Electromagnetic Geoservices ASA,2009-09-30,2009-08-01,2009-08-11,NULL,120,NULL,NULL,NULL,NULL,2013-05-08
ST09458,2009-08-01,7125,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-19,2009-07-31,2009-08-19,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09458B,2009-08-01,7124,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-19,9999-12-31,2009-08-19,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
WG0902,2009-08-01,7058,Avlyst,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2009-09-15,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
WG0903,2009-08-01,7059,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2009-10-15,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NX0903,2009-07-29,7128,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Nexen Exploration Norge AS,2009-08-19,2009-07-30,2009-08-04,275,275,NULL,NULL,NULL,NULL,2013-05-08
CGGV0902,2009-07-28,7036,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG Veritas Services (UK) Limited,2009-09-14,2009-08-23,2009-09-02,2687,134,NULL,NULL,NULL,NULL,2013-05-08
SH0903,2009-07-26,7102,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,A/S Norske Shell,2009-09-30,2009-08-08,2009-09-14,38169,1982,NULL,NULL,NULL,NULL,2013-05-08
EMGS0905,2009-07-24,7107,Avlyst,Nordsjøen,Elektromagnetisk undersøkelse,NULL,Electromagnetic Geoservices ASA,2009-08-21,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09322,2009-07-23,7111,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-09-09,2009-08-05,2009-08-19,290,290,NULL,NULL,NULL,NULL,2013-05-08
ION09,2009-07-20,7112,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,2D,ION Geophysical,2009-07-31,2009-07-26,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH0904,2009-07-20,7103,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,A/S Norske Shell,2009-09-30,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09254,2009-07-20,7098,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,NULL,StatoilHydro Petroleum AS,2009-07-25,2009-07-13,2009-07-23,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
DP0909,2009-07-15,7100,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,NULL,Discover Petroleum AS,2009-08-15,2009-07-18,2009-08-05,20,20,NULL,NULL,NULL,NULL,2013-05-08
FMCS0906,2009-07-15,7108,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Fugro Multi Client Services AS,2009-09-15,2009-07-18,2009-08-07,32304,1346,NULL,NULL,NULL,NULL,2013-05-08
SH0902,2009-07-15,7039,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,A/S Norske Shell,2009-08-31,2009-07-26,2009-08-10,7512,626,NULL,NULL,NULL,NULL,2013-05-08
ST09321,2009-07-15,7099,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-09-15,2009-08-20,2009-09-06,173,173,NULL,NULL,NULL,NULL,2013-05-08
LOTUS0901,2009-07-12,7101,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Lotos Exploration and Production Norge AS,2009-07-25,2009-07-14,2009-07-23,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09002,2009-07-10,7072,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,4D,StatoilHydro ASA,2009-09-15,2009-07-17,2009-08-12,7305,608,NULL,NULL,NULL,NULL,2013-05-08
EM0109,2009-07-09,7091,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,4D,ExxonMobil Exploration & Production Norway AS,2009-10-25,2009-07-09,2009-10-18,36457,3038,NULL,NULL,NULL,NULL,2013-05-08
ST09252,2009-07-06,7088,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro Petroleum AS,2009-07-11,2009-07-06,2009-07-21,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09253,2009-07-06,7078,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro Petroleum AS,2009-07-11,2009-07-06,2009-07-13,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EO0901,2009-07-03,7087,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,E.ON Ruhrgas Norge AS,2009-07-31,2009-07-06,2009-07-25,22283,1113,NULL,NULL,NULL,NULL,2013-05-08
FMC0905,2009-07-03,7090,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,Fugro Multi Client Services AS,2009-09-30,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09454,2009-07-03,7089,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro Petroleum AS,2009-07-31,2009-07-12,2009-07-19,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09320,2009-07-02,7096,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-08-27,2009-07-22,2009-07-29,320,320,NULL,NULL,NULL,NULL,2013-05-08
BG0904,2009-07-01,7074,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,BG Norge AS,2009-09-15,2009-07-01,2009-08-25,56768,3548,NULL,NULL,NULL,NULL,2013-05-08
DN0904,2009-07-01,7062,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-08-15,2009-07-04,2009-07-18,970,970,NULL,NULL,NULL,NULL,2013-05-08
DN0909,2009-07-01,7105,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-08-25,2009-07-06,2009-08-16,1961,1961,NULL,NULL,NULL,NULL,2013-05-08
ST09001,2009-07-01,7010,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,4D,StatoilHydro ASA,2009-10-15,2009-06-29,2009-10-05,39828,3319,NULL,NULL,NULL,NULL,2013-05-08
OD0901,2009-06-29,7077,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Oljedirektoratet,2009-08-10,2009-06-30,2009-08-02,47616,3968,NULL,NULL,NULL,NULL,2013-05-08
OD0902,2009-06-29,7076,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Oljedirektoratet,2009-08-10,2009-06-29,2009-08-06,63236,3952,NULL,NULL,NULL,NULL,2013-05-08
OD0903,2009-06-29,7079,Avlyst,Norskehavet,Elektromagnetisk undersøkelse,3D,Oljedirektoratet,2009-08-10,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
OD0904,2009-06-29,7086,Avlyst,Norskehavet,Elektromagnetisk undersøkelse,3D,Oljedirektoratet,2009-08-10,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09453,2009-06-29,7080,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-07-31,2009-07-06,2009-07-09,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST09319,2009-06-27,7094,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,StatoilHydro ASA,2009-08-24,2009-06-29,2009-07-05,179,179,NULL,NULL,NULL,NULL,2013-05-08
DP0905,2009-06-25,7049,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,NULL,Discover Petroleum AS,2009-08-15,2009-07-03,2009-07-20,23,23,NULL,NULL,NULL,NULL,2013-05-08
NSR09 VG,2009-06-25,7104,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,TGS Nopec Geophysical Company  ASA,2009-09-30,2009-07-11,2009-09-11,2958,2958,NULL,NULL,NULL,NULL,2013-05-08
RD0901,2009-06-25,7092,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,RWE Dea Norge AS,2009-07-25,2009-07-02,2009-07-14,91,91,NULL,NULL,NULL,NULL,2013-05-08
RD0902,2009-06-25,7093,Ferdig,Norskehavet,Havbunnseismisk undersøkelse,2D,RWE Dea Norge AS,2009-07-25,2009-07-15,2009-07-24,257,257,NULL,NULL,NULL,NULL,2013-05-08
DP0908,2009-06-20,7052,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,NULL,Discover Petroleum AS,2009-08-15,2009-07-13,2009-07-26,15,15,NULL,NULL,NULL,NULL,2013-05-08
PGS0905,2009-06-20,7085,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,4D,PGS Geophysical AS,2009-07-07,2009-06-20,2009-06-23,1448,120,NULL,NULL,NULL,NULL,2013-05-08
SH0901,2009-06-20,7038,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,A/S Norske Shell,2009-08-10,2009-06-21,2009-07-24,16884,1407,NULL,NULL,NULL,NULL,2013-05-08
ST09452,2009-06-20,7071,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-07-31,2009-06-20,2009-07-03,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EN0901,2009-06-18,7070,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Eni Norge AS,2009-09-30,2009-06-19,2009-09-16,30727,3153,NULL,NULL,NULL,NULL,2013-05-08
DP0906,2009-06-15,7050,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,NULL,Discover Petroleum AS,2009-08-15,2009-06-22,2009-07-19,23,23,NULL,NULL,NULL,NULL,2013-05-08
LN0955,2009-06-15,7017,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Lundin Norway AS,2009-06-29,2009-06-19,2009-06-24,121,121,NULL,NULL,NULL,NULL,2013-05-08
LN0956,2009-06-15,7018,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,Lundin Norway AS,2009-06-29,2009-06-25,2009-06-30,129,129,NULL,NULL,NULL,NULL,2013-05-08
PGS0903,2009-06-15,7056,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,PGS Geophysical AS,2009-10-15,2009-06-26,2009-07-23,32335,2694,NULL,NULL,NULL,NULL,2013-05-08
PGS0904,2009-06-15,7069,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,3D,PGS Geophysical AS,2009-08-15,2009-06-22,2009-06-27,250,360,NULL,NULL,NULL,NULL,2013-05-08
ST09307,2009-06-15,7023,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-15,2009-07-07,2009-07-17,202,202,NULL,NULL,NULL,NULL,2013-05-08
ST09318,2009-06-15,7028,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-15,2009-06-15,2009-06-16,65,65,NULL,NULL,NULL,NULL,2013-05-08
NX0901,2009-06-09,7005,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Nexen Exploration Norge AS,2009-07-30,2009-06-09,2009-07-02,49119,2456,NULL,NULL,NULL,NULL,2013-05-08
ST09251,2009-06-01,7065,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,StatoilHydro ASA,2009-07-10,2009-06-01,2009-07-05,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
WIN0902,2009-06-01,7016,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,Wintershall Norge ASA,2009-08-31,2009-07-13,2009-07-22,84,84,NULL,NULL,NULL,NULL,2013-05-08
NX0902,2009-05-31,7006,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Nexen Exploration Norge AS,2009-06-09,2009-05-30,2009-07-14,7858,392,NULL,NULL,NULL,NULL,2013-05-08
MCG0901,2009-05-25,7075,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,MultiClient Geophysical AS,2009-08-30,2009-07-12,2009-09-01,3515,3515,NULL,NULL,NULL,NULL,2013-05-08
TGS0902,2009-05-23,7073,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,TGS Nopec Geophysical Company  ASA,2009-11-01,2009-05-25,2009-09-23,3301,3301,NULL,NULL,NULL,NULL,2013-05-08
DN0902,2009-05-22,7044,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Det norske oljeselskap ASA (old),2009-07-22,2009-05-22,2009-07-14,29403,1716,NULL,NULL,NULL,NULL,2013-05-08
WIN0904,2009-05-22,7030,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,Wintershall Norge ASA,2009-07-31,2009-06-19,2009-06-24,220,220,NULL,NULL,NULL,NULL,2013-05-08
BG0903,2009-05-20,7043,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,BG Norge AS,2009-06-15,2009-06-12,2009-06-28,700,700,NULL,NULL,NULL,NULL,2013-05-08
DN0903,2009-05-20,7068,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Det norske oljeselskap ASA (old),2009-06-28,2009-06-05,2009-06-14,354,354,NULL,NULL,NULL,NULL,2013-05-08
Pierce09,2009-05-20,7040,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,A/S Norske Shell,2009-07-15,2009-06-02,2009-07-01,2700,178,NULL,NULL,NULL,NULL,2013-05-08
ST09310,2009-05-20,7025,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,StatoilHydro ASA,2009-07-31,2009-05-24,2009-07-29,33072,1378,NULL,NULL,NULL,NULL,2013-05-08
WG0901,2009-05-20,7057,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2009-10-15,2009-06-03,2009-10-08,146374,7417,NULL,NULL,NULL,NULL,2013-05-08
DG0901,2009-05-18,7053,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,DONG E&P Norge AS,2009-06-26,2009-05-18,2009-06-23,60088,2146,NULL,NULL,NULL,NULL,2013-05-08
PON0901,2009-05-18,7054,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,NULL,Premier Oil Norge AS,2009-06-18,2009-05-22,2009-05-30,52,250,NULL,NULL,NULL,NULL,2013-05-08
DP0901,2009-05-15,7045,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,Discover Petroleum AS,2009-07-01,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
DP0907,2009-05-15,7051,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,NULL,Discover Petroleum AS,2009-06-30,2009-05-20,2009-05-24,2,2,NULL,NULL,NULL,NULL,2013-05-08
PGS0902,2009-05-15,7055,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,PGS Geophysical AS,2009-06-30,2009-05-20,2009-07-14,77017,6418,NULL,NULL,NULL,NULL,2013-05-08
ST09304,2009-05-15,7022,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-07-15,2009-05-15,2009-05-16,45,45,NULL,NULL,NULL,NULL,2013-05-08
ST09312,2009-05-15,7026,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-15,2009-05-23,2009-06-15,290,290,NULL,NULL,NULL,NULL,2013-05-08
ST09313,2009-05-15,7027,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-08-15,2009-06-17,2009-06-29,187,187,NULL,NULL,NULL,NULL,2013-05-08
CoPh0901,2009-05-14,7064,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,3D,ConocoPhillips Norge,2009-05-31,2009-05-18,2009-05-23,122,122,NULL,NULL,NULL,NULL,2013-05-08
WIN0901,2009-05-08,7015,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Wintershall Norge AS (old),2009-07-04,2009-05-15,2009-06-16,13223,1102,NULL,NULL,NULL,NULL,2013-05-08
ST09314,2009-05-02,7063,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,NULL,StatoilHydro ASA,2009-06-02,2009-05-11,2009-05-13,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
